0,1
2019-03-26,"The SADC Solidarity Conference aims to show solidarity with the people of SADR and amplify the call for implementation of resolutions of the UN and AU. Hon Ababu was received at Oliver Tambo Airport by Amb. Lemarron Kaanto, Kenya’s Deputy High Commissioner in South Africa."
2019-03-13,"CAS @AbabuNamwamba together with EAC CS Adan Mohammed this evening at #JKIA welcomed Madagascar President H.E Andry Rajoelina who is in Kenya for the #UNEA4 meeting to be held tomorrow at #UN Gigiri, Nairobi -Kenya."
2019-03-13,"A sunny Wednesday afternoon, 1405 hours, the jet bearing President Emmanuel Macron of France touches down at the JKIA. On hand to receive him Is CS Dr. Monica Juma.
https://t.co/dcLAbgcAl1"
2019-03-12,"Diplomatic Corps members signed a condolence book @ForeignOfficeKE to express their grief following the recent tragic accident of the Ethiopia Airlines flights ET 302 from Addis Ababa, Ethiopia to Nairobi. 157 lives were lost among them 32 Kenyans. 34 countries were affected."
2019-03-12,"PS Amb. Macharia Kamau met with Petr Illichev, Director of International Organisations MFA- Russia Federation. They discussed Kenya's candidature to the UN Security Council, Kenya- Russia bilateral issues and their priorities to the UN, and Peace and security in Africa."
2019-02-22,"The PS Amb. Macharia Kamau today met with Cuban Amb. Ernesto Gomez Diaz.They discussed ways to strengthen bilateral relations between Kenya and Cuba, and also issues relating to Venezuela's political crisis and its impacted on the South American continent."
2019-02-16,"Foreign Affairs PS @AmbMKamau   visited and unveiled the plaque at the Kenya Mission Madrid, Spain"
2019-02-14,"Ministry of Foreign Affairs PS @AmbMKamau met Mr. Augusto Santos Silva, the Foreign Affairs Minister of Portugal, at the Champalimaud Foundation in Lisbon. The Foundation specializes in neuroscience and Cancer Research and treatment"
2019-02-07,"P.S Amb @AmbMKamau attended the opening session of AU 34th ordinary session of Executive Council in Addis Ababa Ethiopia.The Foreign Ministers Council will prepare draft decisions, draft agenda, and draft work programme of the 32nd Ordinary Summit of Heads of State and Government"
2019-01-23,CAS Hon. @AbabuNamwamba held bilateral talks with Romania's State Secretary for Global Affairs Ms. Monica Gheorghita on the sidelines of the AU-EU Ministerial meeting in Brussels yesterday ...
2019-01-23,"PS @AmbMKamau was paid a courtesy call by newly appointed Rwandan High Commissioner to Kenya, Dr. Richard Masozera. PS welcomed him and pledged to work closely with him to strengthen bilateral ties with Rwanda. Dr Masozera expressed his heartfelt condolences to Kenya #dusitattack"
2019-01-22,"CAS Hon @AbabuNamwamba attended and addressed the opening session of the inaugural AU–EU Ministerial meeting in Brussels, Belgium. The ministerial meeting brought together Ministers from Africa and Europe to review progress made since the Abidjan Summit in 2017..."
2019-01-18,"Vacancies @ITU: 1. Deputy to the Director,BR and Chief IAP; responsible for the application of the Radio Regulations, and technical/administrative support of ITU World and Regional Radio-communication Conferences; duration of two years based in Geneva, Switzerland @myjobsin_Kenya"
2019-01-11,"CAS Hon.@AbabuNamwamba today held bilateral talks with Chinese Embassy officials led by head of mission, Mr. Xuezheng Wang. They discussed ways to enhance ties between Kenya and China through trade and investment focusing on the big 4 Agenda and multi-lateral cooperation."
2018-12-10,"PS @AmbMKamau joined Ambassador of the Republic of Belarus to Kenya, Dmitry G Kuptel for the official opening of Belarus Embassy. PS congratulated Belarus for opening embassy in Kenya which aims at fostering bilateral relations between Kenya and Belarus @BelarusMFA"
2018-11-26,"Hon. Rear Admiral Khaled Iqbal, Vice Chancellor ndu,psc. Vice-Chancellor BSMR Maritime University of Bangladesh delivers the People’s Republic of Bangladesh’s statement of commitment to the Sustainable #BlueEconomyKE @ForeignOfficeKE @BlueEconomy2018 @FishOceansCAN @JapanGov"
2018-11-16,"CAS @AbabuNamwamba last evening joined the Algerian Ambassador to Kenya H.E. Salah Francis El-Hamdi, to celebrate the 64th Anniversary of the Uprising of the Glorious Revolution of the 1st November 1954 of the People's Democratic Republic of Algeria."
2018-11-10,"CAS Hon @AbabuNamwamba  held bilateral talks with Terens- Nikolai's Quick, Deputy Foreign Minister of Greece. They discussed a range of issues varying from investment promotion activities, increased multilateral collaboration and support for the Big 4 Agenda."
2018-11-08,C.S Amb #MonicaJuma this morning held a meeting with Iranian Ambassador to Kenya H.E  Dr. Haidi Farajvand who paid a courtesy call.  The two discussed bilateral issues  of mutual interest between Kenya and Iran.
2018-11-02,The cooperation ensures sustainable exploitation of Indian Ocean Resources to provide maximum opportunities for member Countries which share Indian Ocean waters. During the meeting Kenya will drum up  support   and participation of member Countries in the  blue economy conference
2018-11-02,"The Ministerial segment brings together Foreign Ministers from 21 member countries,7 dialogue partners and 2 observer groups to discuss issues of regional cooperation in the Indian Ocean region in line with the objectives of IORA of promoting economic regional cooperation."
2018-11-02,2/2.. President Kenyatta will attend the China International Import Expo (CIIE) and deepen bilateral trade between the two countries.
2018-11-01,"Foreign Affairs CAS Hon @AbabuNamwamba arrived in Durban, South Africa this morning where he is leading the Kenyan delegation at the 18th Indian Ocean Rim Association (IORA) Council of Ministers meeting. He was received by an Official from S.A International relations Department."
2018-10-31,"Chief Administrative Secretary, Hon. Ababu Namwamba joined H.E. Mr. Pavel Řezáč, Ambassador of the Czech Republic to Kenya, and H.E Mr. František Dlhopolček, Ambassador of the Slovak Republic to Kenya on the centenary celebrations of the founding of Czechoslovakia."
2018-10-31,"Ambassador of Costa Rica to Kenya,HE Marta Juavez Ruiz, paid a courtesy call on Political and Diplomatic Secretary,  Amb. Tom Amollo,Their  discussions  centered on  collaborative efforts towards enhancing bilateral cooperation."
2018-10-31,"Kenya's High Commissioner to Botswana, Amb. Mohamed Shidiye presented his credentials to HE. DR. Mokgweetsi  Keabetswe Masisi President of the Republic of Botswana,on 29th October,2018."
2018-10-30,"The Blue Economy Conference received a boost this morning from the State Government of Qatar  with a donation of KSH. 50 million towards the hosting of the conference in November,2018."
2018-10-29,"The Omani Products and Exhibition (OPEX) opened today in Nairobi.The three days event is graced by 200 exhibitors from 80 Oman companies. It was opened by Oman Minister of Commerce &amp; Industry, Dr. Ali bin Masaud- AL Sunaidy and CS Adam Mohamed of EAC and Regional Development."
2018-10-29,"CAS @AbabuNamwamba this morning held a meeting with Kenya Embassy staff in Rome Italy; he thanked them for the work they do,their dedication to duty and loyalty to Kenya. He delivered greetings from CS #MonicaJuma and PS @AmbMKamau"
2018-10-29,"CAS Hon @AbabuNamwamba this morning held talks with Ms Cornelia Richter, Vice President, International Fund for Agricultural Development on various development initiatives funded by IFAD in Kenya as he winded up his visit to Rome, Italy"
2018-10-27,"Chief Administrative Secretary Hon @AbabuNamwamba today paid a courtesy on Mr Daniel Gustafson, Deputy Director General Programmes at the Food and Agriculture Organization Headquarters in Rome, Italy."
2018-10-27,The two discussed the Italian Development Support in Water and Sanitation Systems for Kirandich. The Foreign Minister assured that the phase one of the water project will soon kick off. She confirmed that a delegation from Italy will be in Kenya for the #BlueEconomyConference
2018-10-26,"Principal Secretary, Amb. Macharia Kamau today held bilateral consultations with the Cuban Ambassador to Kenya,HE Amb. Ernesto Gomez, who paid a courtesy call on him,in his office."
2018-10-26,"HE Dr.Ali Bin Masaoud Al Sunaidy,Minister of Commerce &amp; Industry of the Sultanate of Oman arrived in Kenya last evening,for the upcoming Oman Products Exhibition in Nairobi on 29th Oct.-1st Nov.2018,and was received by Amb. Elias Barine &amp; Amb. Jackline Yonga-Director Middle East."
2018-10-24,"CS #MonicaJuma bid farewell to H.C Suchitra Durai of India to Kenya. Amb. Durai has contributed to enhancing the cooperation btwn Kenya &amp; India across a range of sectors, she departs Nrb after a fruitful tour of duty. CS wished her well in her next deployment."
2018-10-22,"PDS, Amb. Tom Amolo opened the AU/UNDP workshop on Accelerating the Ratification &amp; Domestication of AU Treaties, at the Panafric hotel,The workshop is supported by Sweden and aims to address challeges and bottlenecks associated with ratification and domestication of AU Treaties"
2018-10-19,"Chief Administrative Secretary, Hon Ababu Namwamba graced the farewell reception in honor of the  outgoing Indian High Commissioner to Kenya H.E. Mrs. Suchitra Durai. Amb.Suchitra Durai was lauded for being a pivotal figure in fostering good  relations between Kenya  and India"
2018-10-16,"THE inaugural Kenya-Namibia Joint Commission of Cooperation, kicked off in Nairobi on 15th October, 2018 with the Senior Officials Meeting , being inaugurated by the PS Amb.Macharia Kamau.The SOM  precedes the Ministerial segment  scheduled for Wednesday 17th October, 2018."
2018-10-08,"CS. Monica Juma,met PM Lee Nak-yeon, of South Korea as part of a decision reached between President Uhuru and the PM during their bilaterals in Nairobi in July 2018, to continue the high-level visits as a means of unlocking the full potential of Kenya- Korea strategic partnership"
2018-10-08,"CS Amb. Monica Juma arrived in Seoul,Korea for a one day official visit, she is expected to hold talks with PM Lee Nak-Yeon, among other high ranking officials. The CS will seek  South Korea’s participation and support in the Blue Economy Conference, scheduled for November 2018."
2018-10-06,CAS @AbabuNamwamba represented President Uhuru Kenyatta at the state funeral of the late South African Minister for Environmental Affairs Dr. Bomo Edna Edith Molewa in Pretoria South Africa. The funeral was graced by President of the Republic of South Africa H.E. Cyril Ramaphosa
2018-10-06,"CS #MonicaJuma reiterated the need for Japanese businesses to deepen their investment  in ICT, the Big Four, small and micro enterprises. She echoed the consolidating of Africa- Japan trade  to reduce the trade imbalance, whilst enhancing value addition for African exports"
2018-10-05,"CS #MonicaJuma, during her visit to Japan will also seek support for Kenya, and encourage participation in the High Level Sustainable Blue Economy Conference to be held on 26-28 November 2018."
2018-09-28,They discussed issues of mutual interest in Kenya and the African region. The two underscored the importance of implementing the peace accord especially on South Sudan and other conflict prone countries.
2018-09-27,"PDS Amb. Tom Amolo attended the 69th Anniversary of the Founding of the People's Republic of China at Crowne Plaza hotel. The occasion was hosted by Li Xuhang, Minister-Counsellor and Deputy Chief of Mission on behalf of the Ambassador , H.E Sun Baohong."
2018-09-26,"CS Amb #MonicaJuma held bilateral talks with Jordan's Minister of Foreign Affairs Ayman Safadi at UN Hqs on the sidelines of the 73rd session of the United Nations General Assembly in New York, USA."
2018-09-25,"CAS Hon. @AbabuNamwamba met and held discussions with Amb. Mikal Mlynar, Permanent Representative of the Republic of Slovakia to the UN and immediate former Slovakian Ambassador to Kenya on the sidelines of the 73rd Session of the UN General Assembly in New York on 25th Sept 2018"
2018-09-22,"Cabinet Secretary Amb. Monica Juma participated in the opening ceremony of the first Women Foreign Ministers’ Meeting in Montreal, Canada on September 21, 2018. The meeting  brought together women foreign ministers drawn from 17 countries across the world."
2018-09-22,"Cabinet Secretary Amb. Monica Juma held a bilateral meeting with Hon. Epsy Campbell Barr, Vice-President and Minister for Foreign Affairs of the Republic of Costa Rica on the side-lines of the Women Foreign Ministers Meeting in Montreal Canada."
2018-09-20,"CS Amb #MonicaJuma arrived in Canada this afternoon and was received at the Pierre Elliott Trudeau International Airport by Amb John Lanyasunya, Kenya's High Commissioner to Canada. The CS is scheduled to participate in the Women Foreign Ministers Meeting from 21st-22nd Sept 2018"
2018-08-24,"H.E. President @Ukenyatta will be in Washington DC, United States of America for a four-day official visit on the invitation of President @realDonaldTrump"
2018-08-20,PS Amb. Macharia Kamau this afternoon received five Kenyan seafarers rescued from Oman after one and half months in the Gulf of Oman where their ship broke down. The sailors thanked the Government for intervention and facilitation back home.
2018-08-17,Political and Diplomatic Secretary Amb. Tom Amolo (in African attire) when he hosted a farewell luncheon in honor of outgoing Ambassador of The Republic of The Sudan H.E Elsadig Abdalla Elias Diab at the Intercontinental hotel.
2018-08-16,"Political and Diplomatic Secretary Amb. Tom Amolo with Indonesia Ambassador to Kenya, Amb. Soehardjono Sastromihardjo who paid him a courtesy call.  Amb. Sastromihardjo delivered a letter from the Foreign Affairs Minister of Indonesia on the upcoming #BlueEconomy2018 conference."
2018-08-16,"Cabinet Secretary Amb #MonicaJuma held talks with H.E Sun Baohong, Ambassador of the People's Republic of China. In their meeting, they discussed the preparation of the forthcoming FOCAC Summit."
2018-08-15,"CS Amb. #MonicaJuma this afternoon hosted a luncheon in honor of H.E Yusuf Bin Alawi Bin Abdullah, Minister for Foreign Affairs of the Sultanate of Oman, at the Intercontinental hotel. They were joined by the visiting Eritrea Foreign Affairs Minister H.E Mr Osman Saleh Mohammed."
2018-08-07,"Foreign Affairs Cabinet Secretary Amb #MonicaJuma with Norway’s Special Envoy to South Sudan, Erling Skojonsberg who paid her a courtesy call in her office. They discussed the progress of the ongoing South Sudan Peace process."
2018-07-25,"The Principal Secretary Ambassador Macharia Kamau hosted a farewell luncheon in honor of outgoing ambassador of Finland, H.E. Ambassador Tarja Fernandez whose completed a successful three years tour of duty. @AmbMKamau wished her success in her new assignment."
2018-07-25,"The Cabinet Secretary Amb. Monica Juma arrived in Namibia today afternoon for a 3 days bilateral visit. Soon after she arrived, she held talks with her counterpart who is also the Deputy Prime Minister of Namibia, Her Excellency  Hon. Netumbo Nandi Ndaitwah."
2018-07-24,"Kenya and Angola agreed on initiating an Inaugural Joint Commission for Cooperation, as a framework to work together in areas of mutual interest namely: Trade, Oil Exploration, Agriculture, Education, Military Training, Health &amp; Tourism. A framework agreement was signed in 2014"
2018-07-23,"CS Amb #MonicaJuma is in Luanda, Angola for a two- day official visit. She was received by H.E. Domingos Vierra Lopes, Secretary of State and Kenya’s Amb to Angola Josphat Maikara. She will deliver a special message from H.E. @UKenyatta to H.E. João Lourenço, President of Angola"
2018-07-20,"Political and Diplomatic Secretary Amb. Tom Amolo today held bilateral talks in his office with the Honorary Consul of the Hellenic Republic (Greece) to Kenya, Ms. Vicky Pantazopoulou."
2018-07-19,"Ms Chilese Kapwepwe of Zambia is the new Secretary General of COMESA. She takes over from Sindiso Ngwenya who has retired after expiry of his term. They were sworn in during the 20th COMESA  Summit of Heads of State and Government taking plance in Lusaka, Zambia."
2018-07-11,Kenya's High Commissioner to India Ambassador Willy Kipkorir Bett today presented his credentials to H.E Ram Nath Kovind President of India at Rashtrapati Bhavan.
2018-07-11,"C.S Amb #MonicaJuma on July 9, held bilateral talks with Portugal Minister H.E Ana Paula Vitorino, where they discussed historic ties between the two countries &amp; agreed to enhance the relations especially the role of oceans/waterways as key to sustainability &amp; economic progress."
2018-07-09,"CAS Hon. Ababu Namwamba was the chief guest during #Argentina's Independence Day celebration held today at the Argentine ambassador's residence, hosted by H.E Ambassador Martin Gomez Bustillo"
2018-07-04,"P.S Macharia Kamau has hailed the contribution made by Amb Robert Godec, in further deepening diplomatic relations between Kenya and U.S. He said this when he graced the United States of America 242nd Independence day celebrations at U.S Ambassadors residence Nairobi last night."
2018-07-04,"PS Amb. Macharia Kamau held bilateral talks with Amb. Sheidu Omieza Momoh, The High Commissioner of Nigeria, who paid a courtesy call today.They agreed on the need to further enhance cooperation between Kenya &amp; Nigeria and sharing experiences in the field of arts &amp; sports."
2018-07-02,"Somalia's Ministry of Foreign Affairs and Investment Promotion PS, H.E  Ali Mohamed Ali paid a courtesy call on PS Macharia Kamau. They discussed the upcoming Joint Commission for Cooperation between Kenya and Somalia among other issues important to both Countries."
2018-07-01,"CS #MonicaJuma joined Heads of State and Government for a Group photo after the opening Ceremony of the 31st Ordinary Session of the Assembly of Heads of State and Government of the African Union in Nouakchott, Mauritania."
2018-06-29,"The Cabinet Secretary #MonicaJuma invited Botswana to participate at the upcoming High Level Sustainable #BlueEconomyConference to be held in Nairobi, Kenya from 26-28 November, 2018."
2018-06-27,"They discussed areas of mutual cooperation, pending agreements and Kenya’s Big Four Agenda. The PDS further invited Spain to participate in the Blue Economy Conference to he held on November 26-28, 2018 in Nairobi."
2018-06-26,"President Uhuru Kenyatta signs the visitors book at Safari Park, venue for the Northern Corridor Integration Projects Summit that kicked off in Nairobi today morning. Presidents Yoweri Museveni of Uganda, Paul Kagame of Rwanda and President Salva Kiir's special envoy attended."
