0,1
2019-07-23,"Botswana investment priority areas include commercialization of the Agriculture and Agribusiness Sectors, Mining, Resources, and Manufacturing while Kenya is seeking partnerships within the productive sectors in the vision 2030 and the big four.@KEPSA_KENYA @BWGovernment"
2019-07-23,The Business Forum is meant to explore business opportunities within the framework of the African Continental Free Trade area and in areas where both countries can gain meaningful collaborations @NairobiChamber @KEPSA_KENYA
2019-07-19,The PS delivered Kenya's National Statement during the High Level Political Forum. Kenya emphasized on the central role of #ECOSOC and indeed #HLPF in ensuring that countries remained focused on achieving the set targets of the SDGs.
2019-07-18,The 5th session of the Kenya Botswana Joint Permanent Commission for Cooperation (JPCC) began this morning preceding the Ministerial segment scheduled for Monday. PDS Amb @amolosango led the Kenya delegation. Ms Tapiwa Thapio Deputy Permanent Secretary led Botswana team.
2019-07-17,"PS @AmbMKamau held consultations with Mr. Mpho Parks Tau, Deputy Minister- Department of Cooperative Governance and Traditional Affairs of South Africa. A former mayor Johannesburg They discussed cooperation between Kenya and South Africa in the implementation of the SDGs"
2019-07-16,Apart from attending COMESA  Trade Fair H.E President Vyapoory will visit Sunrise limited in Naivasha @AbabuNamwamba
2019-07-11,Foreign Affairs PS @AmbMKamau held bilateral talks with visiting non Resident High Commissioner of Singapore to Kenya H.E Yatiman Bin Yusof. They discussed bilateral issues of mutual interest between the two Countries.
2019-07-10,UN Secretary-General Antonio Guterres and Chairperson of the African Union Commission @AUC_MoussaFaki addressed the media after the opening session of the  HL conference on Counter Terrorism and the prevention of Violent Extremism Conducive to Terrorism
2019-06-30,"H.E. Dr. Nhial Deng Nhial, Foreign Affairs Minister of South-Sudan and Chief Administration Secretary @AbabuNamwamba representing Kenya's Foreign Affairs CS @Diplomacy_Kenya attended the closing segment of inaugural session of the Kenya-South Sudan Joint Ministerial Commission."
2019-06-28,CAS @AbabuNamwamba was the Chief Guest during the commemoration of the 28th Anniversary of the Independence Day of Eritrea. He reiterated that the two nations have made a lot of progress in leveraging their bilateral cooperation to promote security and stability in the region.
2019-06-27,"CAS Hon @AbabuNamwamba graced the Women Preventing Violent Extremism meeting organised by the ""Sisters Without Borders""in partnership with United States Institute of Peace. @USAmbKenya was present and Hon Francis Ole Kaparo."
2019-06-27,National Council for Population and Development Director Dr Josephine Mbae this morning briefed @ForeignOfficeKE Principal Secretary @AmbMKamau on the level of preparedness on the upcoming #ICPD25 conference to be held in Nairobi later this year.
2019-06-22,"#UNEP incoming Executive Director, Inga Anderson, paid a courtesy call to PS Amb. @AmbMKamau, @ForeignOfficeKE. The two discussed how to further ensure a fit for purpose UNEP that drives not only the environmental agenda, but also addresses issues of sustainable development @unep"
2019-06-15,"Political &amp; Diplomatic Secretary @ForeignOfficeKE Amb. Tom Amolo led Foreign Affairs family during the Staff Wellness Day/Team Building event at Stedmak Gardens, Karen. The annual event is an opportunity for staff to create a bond and positive energy within the  MFA Team."
2019-06-11,"CAS @AbabuNamwamba was the Chief Guest at the National Day of Russian Federation at Radisson Blu Hotel, Nrb. He appreciated Russian's support and solidarity with Kenya on issues of mutual interest and took cognizance of their commitment to enhance relations of the two countries."
2019-05-29,"The 2nd High-level segment of the #UNHabitatAssembly underway featuring the Presidents of Kenya H.E Uhuru Kenyatta, and Salva Kiir  of South Sudan and the Prime Ministers of Yemen Dr Karen Abd al-Malik Saeed, and Josaia Voreqe Bainimarama of Fiji @UNHABITAT #Innovate4Change"
2019-05-27,Official opening of the first #UNHabitatAssembly by H.E the President Uhuru Kenyatta is underway @UNHABITAT Nairobi #innovation4change @StateHouseKenya
2019-05-27,"UN - Habitat Executive Director Ms @MaimunahSharif, convened the first meeting of the 1st session  for the election ofthe President of the Assembly. Martha Delgado Peralta,
Under Secretary for Multilateral Affairs &amp; Human Rights, MFA- Mexico was elected.#UNHabitatAssembly"
2019-05-26,"UN-Habitat, the United Nations Agency and focal point on sustainableurbanization, officially opens its first UN-Habitat Assembly tomorrow, Monday 27 under the theme #innovation4betterlives"
2019-05-15,"@ForeignOfficeKE Chief Administrative Secretary @AbabuNamwamba led staff, Excellencies the Ambassadors and Members of the Diplomatic Corps for a tree planting event at Uplands Forest in Kiambu County under a theme ''Planting trees for a sustainable future''"
2019-05-14,Somalia's Ambassador to Kenya Amb. Mohammed Muhamud Nur called on the Foreign Affairs PS Amb. Macharia Kamau following his return to Kenya to continue with his duty. The Ambassador briefed the PS on the Kenya-Somalia relations.
2019-05-09,"The Council agreed that the trajectory of peace, stability and prosperity of South Sudan must be sustained following the signing of the peace deal between President Kiir and Dr. Riek Machar Tieny in Addis Ababa last September 12 under the auspices of IGAD."
2019-05-08,"The Amb of the Czech Republic to Kenya, H.E Pavel Rezak paid a Courtesy call to Principal Secretary @AmbMKamau @ForeignOfficeKE. They discussed bilateral and multilateral relations. Czech appreciates Kenya's leading role to stabilize the region particularly Somalia and S. Sudan."
2019-05-07,"To finalize with the pending tasks, the 67th Extra-Ordinary Session of the Intergovernmental Authority on Developments unanimously agreed for extension of the Pre-Transitional Period for six months."
2019-04-06,Kenya Netball National team was yesterday hosted by Kenya High Commission in Sri Lanka @amolosango
2019-04-01,Foreign Affairs led by PDS Amb Tom Amolo and Amb Purity Muhindi- Director Africa hosted a farewell luncheon for H.E Ms Koleka Anita Mqulwana  outgoing High Commissioner of South Africa to Kenya. During her tenure she was instrumental in increasing South Africa investors to Kenya.
2019-03-26,Foreign Affairs CAS Hon @AbabuNamwamba reaffirmed Kenya’s solidarity with the inalienable right to self determination and support for peaceful resolution of conflicts as he represented President Uhuru Kenyatta at SADC Solidarity Conference with Western Sahara in Pretoria.
2019-03-21,Foreign Affairs PS Amb Macharia Kamau accompanied by the director of Consular Affairs Amb Michael Oyugi met with the Kenyan families who lost their loved ones in the Ethiopian Airlines ET 302 crash to console and share their pain. Kenya lost 36 lives in the plane tragedy.
2019-03-18,US Amb Kyle McCarter @USAmbKenya signs the condolence book at the Ministry of Foreign Affairs in memory of victims of last Sunday's plane crash that killed 157 people from different nationalities. He was received by Director Americas Amb Galma Boru and Adm Secretary Arthur Osiya
2019-03-12,Political and Diplomatic Secretary @ForeignOfficeKE Amb Tom Amolo @amolosango held bilateral talks with Chinese Embassy Charge de Affairs Mr Li Xuhang. The discussions focused on ways to strengthening bilateral relations.
2019-03-12,"H.E @EmmanuelMacron, President of the French Republic will make a two-day State Visit to Kenya this week; a first by a French President. Kenya/France enjoy close and cordial relations based on shared principles and values relating to democracy,rule of law/respect for human rights"
2019-02-28,"CAS Hon.@AbabuNamwamba held a meeting with official from the Center of International &amp; Security Affairs (CISA) led by Joel Okwemba the MD to discuss collaboration with the Ministry to promote Parliamentary Diplomacy program through education, public diplomacy &amp; Cultural diplomacy"
2019-02-27,"CS Monica Juma and visiting Foreign Minister of Sweden H.E Margot Wallström addressed the media on Kenya- Sweden bilateral relations, regional political developments, climate change, and women, peace and security issues @ForeignOfficeKE"
2019-02-21,"Amb. Sarah J. C. Serem, CBS, last evening presented her letters of credence to H.E. President Xi Jinping of the People’s Republic of China at the Great Hall of the People in Beijing"
2019-02-14,Kenya Ambassador to Israel Amb Samuel Thuita today presented his letter of credence to the President of the State of Israel H.E Reuven Rivlin. Amb Thuita was accompanied by mission staff led by Deputy Head of Mission Mr. Jon Chesoni @amolosango
2019-02-07,"PS @AmbMKamau said the trajectory is attested by  the departure of UN peacekeepers from Liberia, the historic rapprochement between Ethiopia/ Eritrea, normalization of relations between Somalia and Eritrea, the conclusion of the Revitalized Agmt on the S. Sudan among others."
2019-02-06,PS @AmbMKamau attend on behalf of Foreign Affairs CS Monica Juma  the Dialogue on Implementation of the China-Africa Peace and Security Initiative in Addis Ababa on the sidelines of the 32nd AU Heads of State Summit.The dialogue brought together ministers from 55 AU Member States
2019-02-05,"CAS  Hon. @AbabuNamwamba has Monday evening arrived in Washington DC where he will attend the meeting of Ministers of the Global Coalition against ISIS. He was received at the Dulles International Airport by David Gacheru, Deputy Chief of Kenya Mission in Washington DC"
2019-01-31,"Hon. ole Metito Katoo Chairperson, Defense and Foreign Relations Committee &amp; PS @AmbMKamau  make their Opening Remarks at the Strategic Retreat Conference with Departmental Committee on Defence and Foreign Relations of the National Assembly in Naivasha."
2019-01-30,CAS @AbabuNamwamba addressed conference on South- South Co-operation and ways of scaling up the means of implementation of the 2030 Agenda for sustainable development in support of South-South Co-operation &amp; triangular co-operation in the context of Africa at a hotel in Nairobi.
2019-01-23,CAS Hon. @AbabuNamwamba held bilateral talks with Romania's State Secretary for Global Affairs Ms. Monica Gheorghita on the sidelines of the AU-EU Ministerial meeting in Brussels yesterday ...
2019-01-23,CAS Hon. @AbabuNamwamba held a bilateral meeting with Greece Deputy Minister for Foreign Affairs Mr. Terens Nikolaos Quick on the sidelines of the EU-AU ministerial meeting in Brussels yesterday ...
2019-01-23,"... Red Sea: state of play, opportunities for engagement which serve stability, economic development and further integration;  Opportunities for Regional Economic Integration (investments, economic corridors and coastal development/blue economy) &amp; strengthening Maritime Security"
2019-01-22,"PS @AmbMKamau held a meeting with Spain Ambassador to Kenya Amb.Javier García de Viedma, and PS State Department of Housing and Urban Development, @PSCharlesHinga. They discussed collaboration in the development of a Metropolitan Railway Commuter Service.@HousingUrbanKE"
2019-01-22,"PS @AmbMKamau hosted Amb. Stephen Loyatum, Amb. Frost Josiah and Ms. Diana Wambui from Association of Protocol Practitioners, Kenya. They exchanged views on how to professionalize protocol practice in Kenya."
2019-01-22,"...deliberate on priority cooperation areas with a special focus on: Peace, security and governance; Trade, investment and economic integration; and Multilateralism"
2019-01-21,CAS Hon. @AbabuNamwamba participated in an in-house IGAD ministerial consultative meeting in preparation for the IGAD-EU consultations to be held on the sidelines of the inaugural AU-EU Ministerial meeting in Brussels.
2019-01-18,32nd AU Summit: Online media accreditation forms as well as information regarding the necessary accreditation requirements are available at:
2018-12-10,"PS @AmbMKamau joined Ambassador of the Republic of Belarus to Kenya, Dmitry G Kuptel for the official opening of Belarus Embassy. PS congratulated Belarus for opening embassy in Kenya which aims at fostering bilateral relations between Kenya and Belarus @BelarusMFA"
2018-12-05,"CAS Hon. @AbabuNamwamba joined the Ambassador of Russian Federation to Kenya, Mr. Dmitry Maksimychev to celebrate the 55th Anniversary of the establishment of diplomatic relations between the Republic of Kenya and the Russian Federation since 1964 @amolosango"
2018-12-04,Foreign Affairs CAS Hon. @AbabuNamwamba was the Chief Guest during the Kenya China Economic &amp; Trade Association (KCETA) outstanding employees award ceremony at Intercon Hotel Nairobi. He hailed the strong relations of  Kenya and China; called for more investment into the Country.
2018-12-01,"Principal Secretary Amb. Macharia Kamau was paid a courtesy call by Ms.Marie Audouard, the Technical Advisor for Africa. They discussed the One Planet Summit that will be hosted in Nairobi and the Global pact on Environment, and bilaterals."
2018-11-15,The Ministers are in Ethiopia for the 20th Extraordinary Session of the Executive Council. The C.S was accompanied by PDS Amb. Tom Amollo and Kenya Ambassador to Ethiopia Amb. Catherine Mwangi.
2018-11-15,"C.S Amb Monica Juma @Diplomacy_Kenya joined other foreign ministers for a reception hosted by H.E Workneh Gebeyehu, Minister of Foreign Affairs of the Federal Democratic  Republic of Ethiopia  at Sheraton Hotel last night."
2018-11-12,"3/3...Earlier, Kenya and EU held a dialogue session on the Kenya-EU partnership that discussed the Development Cooperation, Big 4 Agenda ,Climate Change, Peace and Security and Trade Investment"
2018-11-10,"Amb.Tom Amolo  and Li Xuhang, also agreed on ways of re-calibrating and adjudicating future interactions with the Ministry of Foreign Affairs and other MDA's."
2018-11-10,"CAS Hon. @AbabuNamwamba launched the Horn of Africa Youth Network Norfolk Declaration. The forum was based on two-days deliberations on youth and children rights violations in the Horn of Africa and deriving solutions to engage IGAD, AU and Member states of The Horn of Africa."
2018-11-09,ATTENTION MEDIA : @CapitalFMKenya @KTNKenya @ntvkenya @citizentvkenya @K24Tv @KBCChannel1 @ipsnews @dailynation @PeopleDailyKe @The_EastAfrican @TheStarKenya @StandardKenya @BD_Africa #BlueEcomomyKE
2018-11-08,Foreign Affairs C.S Amb #MonicaJuma held consultations with French Amb to Kenya H.E Aline Kuster- Menager who paid her a courtesy call. The Ambassador updated the C.S on upcoming Paris peace forum scheduled for 11th to 12th November.
2018-11-04,"1/2...CS #MonicaJuma held bilateral talks with her counterpart Mr. Wang Yi, Counselor and Minister for Foreign Affairs of the People's Republic of China in Shanghai, China. The two discussed ways to enhance the countries bilateral relations especially improvement of trade.."
2018-11-03,CAS Hon.Ababu Namwamba attended dinner  hosted in honour of IORA delegates in Durban South Africa.
2018-11-02,"PDS Amb. Tom Amolo met Anthony Elmore, of Homecoming Celebrations, Memphis USA, and members of the Kenyan Diaspora in the USA. Mr. Elmore heads an organisation that is lobbying to have enhanced engagement between Kenya government and the African American community."
2018-11-02,"Caroline Mutoko paid a courtesy call to Amb. Tom Amolo &amp; Director of Cultural Diplomacy, Diana Kiambuthi. They discussed the renaissance of an affirmative African Narrative through embracing the African culture."
2018-11-01,The IORA meeting provides an opportunity to encourage participation in the Global Sustainable Blue Economy Conference which Kenya is hosting from 26th -28th November 2018 and also seek collaboration with members countries in enhancing maritime security along the Indian Ocean.
2018-10-30,"The Blue Economy Conference received a boost this morning from the State Government of Qatar  with a donation of KSH. 50 million towards the hosting of the conference in November,2018."
2018-10-30,"Qatar Amb. to Kenya HE Jabor Bin Ali Al-Dosari ,while presenting the cheque expressed satisfaction at the growing bilateral partnership with Kenya,and confirmed Qatar's participation at the high level blue economy conference."
2018-10-29,"The exhibition is the 7th, and first time in Africa,with Kenya chosen as a launch pad to enter the East &amp; Central African market,due to her attractiveness to Omani investors, MFA, Amb.Jackline Yonga,Eliphas Barine,&amp;Saleh Al-Harthi,&amp;Oman Amb. Mohamed Dory Yakub were in attendance"
2018-10-29,"The CS said Kenya &amp;Oman are working towards an MOU,on avoidance of double taxation to accelerate business btwn the 2 countries. exhibition covers areas in agriculture, building,medical, fertilizer, and fabrics. MOU btwn Kenya &amp;Oman Chamber of Commerce was signed to boost trade."
2018-10-28,"CS Monica Juma: ""I also had the privilege to address the passengers &amp; all those that have worked diligently for several years to make this happen. This flight is truly a game-changer for the Kenya-USA relations."
2018-10-28,"CS #MonicaJuma today went through the modified check-ins before boarding KQ002. She says tonight, history will be made as KQ002 flight takes off from JKIA, Nrb to JFK, New York. There is no doubt that work done puts JKIA among the league of world class international aviation hubs"
2018-10-27,"The meeting was organized for the African institutions and Government representatives participating in the 2nd Italy- Africa ministerial conference in Rome, Italy by the business association of the Italian private sector dealing with Africa, Mediterranean &amp; Middle East countries."
2018-10-27,CAS Hon @AbabuNamwamba held bilateral talks with Italian multinational Oil and Gas Company -ENI Company that has interests in investments in Kenya. The company plans to start work on the three exploration blocks of the Coast region next year @ItalyAfrica
2018-10-26,"PDS Amb. Tom Amollo held a meeting with African Regional Director for international Federation of Red Cross and Red Crescent,Dr Fatoumata Nafo-Traoré.They discussed tax exemptions of the organization,and sought affirmation from MFA for the continued privileges on tax exemption."
2018-10-25,"The PS also held a meeting with the South African DG for Environment Nosipho Ngcaba,and discussed on the upcoming Global, High Level Sustainable Blue Economy conference to be held in November in Nairobi-Kenya."
2018-10-25,"Ministers and Heads of Delegation pose for a group photo after the opening of the 2nd Ministerial Italy- Africa Conference in Rome, Italy"
2018-10-24,"The 2nd Italy- Africa Conference will officially be opened by H.E Sergio Mattarella, President of the Republic of Italy. The conference aims to strengthen Italy’s partnerships with African countries by creating a framework for high level dialogue and partnership."
2018-10-24,"Amb. Amollo spoke during a farewell luncheon hosted by Foreign Affairs in honour of the outgoing Ambassador,after a three year tour of duty in Kenya. He presented Amb. Young -Dae with a special gift from Kenya,in honour of the robust and active relations build over the past years"
2018-10-23,"3/3: CS Juma was with her colleagues CS Public Service Prof Margaret Kobia and CS Defence Rachel Omamo .  In attendance were delegations from Finland, Rwanda, Somalia, Afghanistan, Nepal and UN agencies"
2018-10-19,"CS Amb Monica Juma held a meeting with special representatives of the TROIKA member countries (USA,Norway,&amp; UK) to Sudan and South Sudan.They discussed on the revitalized agreement on the conflict in South Sudan..US"
2018-10-18,"His Excellency Dr. Hage Geingob arrived in Kenya on a four day state visit and was received at the Jomo Kenyatta International Airport by the Foreign Affairs Cabinet Secretary Amb. Monica Juma,He is accompanied by first lady of Namibia Monica Geingos."
2018-10-16,"THE inaugural Kenya-Namibia Joint Commission of Cooperation, kicked off in Nairobi on 15th October, 2018 with the Senior Officials Meeting , being inaugurated by the PS Amb.Macharia Kamau.The SOM  precedes the Ministerial segment  scheduled for Wednesday 17th October, 2018."
2018-10-16,"H.E. Dr. Suleiman Arabiyat, Ambassador of the Hashemite Kingdom of Jordan to Kenya paid a courtesy call on Amb. Macharia Kamau., PS Foreign Affairs. They discussed trade and investment between the two countries."
2018-10-11,"H.E Mrs. Elizabeth Taylor Jay, Ambassador of Colombia to Kenya paid a courtesy call on Amb. Macharia Kamau, PS Foreign Affairs. They discussed increased cooperation between the two countries in the areas of trade &amp; business, cultural, education and sports."
2018-10-06,"President Kenyatta in his condolence message conveyed by Hon. Ababu said, ""I learnt of the passing of Minister Molewa with a lot of sadness."""
2018-10-06,They also discussed support for the High Level Global Blue Economy conference  to be held in Nairobi From the 26-28 November 2018.@BlueEconomy2018
2018-10-06,"CS Amb #MonicaJuma had bilateral talks with Hon.Yasuhide Nakayama, Chairman of the Committe on Foreign Relations in Japan’s parliament and discussed ways to remove travel advisories, enhance cooperation in human development, and scalability of small and medium entreprises."
2018-10-06,"The meeting applauded the diversification of Toyota in Kenya to agriculture, healthcare, transport and energy.#TICAD7 #Jica"
2018-10-06,"CS #MonicaJuma met with Mr.Jun Karube, Chairman of Toyota Tsusho and Kenya’s  Honorary Consul in Nagoya. The CS lauded Japan’s durable partnership with Kenya and its recent recommitment through the historic signing of an MOU to support Kenya’s development vision.#TICAD7"
2018-10-06,"CS #MonicaJuma reiterated the need for Japanese businesses to deepen their investment  in ICT, the Big Four, small and micro enterprises. She echoed the consolidating of Africa- Japan trade  to reduce the trade imbalance, whilst enhancing value addition for African exports"
2018-10-03,"Director General @BlueEconomy2018 Secretariat, Amb. Ben Ogutu briefing the Senate on the status of preparations for the forthcoming Conference at the Senate Chambers. The Senators pledged to offer support towards the successful delivery of the Conference."
2018-09-28,"PS  Macharia Kamau met Host Country Liaison Committee, led by  Ag. DG of UN office in Nairobi Mr. Tamrat Samuel. They discussed ways the Ministry can improve the conditions for their functioning and promote compliance with international norms on diplomatic privileges."
2018-09-26,"CS #MonicaJuma met with US U/Secretary for Political Affairs David Hale on the sidelines of UNGA 2018.They discussed issues of mutual interest btwn Kenya &amp; US. Present at the meeting was Tiboy Nagy, Asst Sec of State &amp;Cyril Sartor, Snr Advisor to US President on Africa in the NSC"
2018-09-26,"CS #MonicaJuma also thanked friendly Governments of the United Kingdom, Norway, Portugal, South Africa, Fiji and many others who have pledged financial and in-kind support for the Conf and UNDP who are assisting in mobilizing participation and financial support @BlueEconomy2018"
2018-09-26,"CS #MonicaJuma thanked the Government of Canada, for co-organizing the event, and for co-hosting with Kenya the upcoming Global Conference on Sustainable Blue Economy to be held from 26th to 28th November, 2018 at the Kenyatta International Convention Centre in Nairobi."
2018-09-25,"Foreign Affairs PS Amb. Macharia Kamau held talks with KEPSA Chief Executive Officer Carole Kariuki  at his office. They agreed  to work together to ensure, private sector participation in the Blue Economy Conference, scheduled for November, 2018 in Nairobi."
2018-09-24,"The CS noted that the KQ flights between Nairobi &amp; New York will open many new possibilities including enhancing people to people connection, trade and investment, and invited the Americans to take the inaugural flight to Kenya - to discover their homeland"
2018-09-24,Hon. Chrystia Freeland reaffirmed Canada's support and participation as co-host of Sustainable Blue Economy Conference and lauded Kenya for taking a lead in environmental and maritime protection. @BlueEconomy2018
2018-09-24,"The CS expressed her gratitude to Canada for continued support in Kenya's economic, social development through shared values and collaboration on peace and security  in the horn of Africa  and on global environmental agenda."
2018-09-22,"Cabinet Secretary Amb. Monica Juma held a bilateral meeting with Hon. Epsy Campbell Barr, Vice-President and Minister for Foreign Affairs of the Republic of Costa Rica on the side-lines of the Women Foreign Ministers Meeting in Montreal Canada."
2018-09-21,CS Juma informed her counterpart of the upcoming Sustainable @BlueEconomy2018 Conference scheduled for 26 to 28 November 2018 in Nairobi and extended invitation to Bulgaria to participate.
2018-09-21,"The Asia  Directorate in MFA together with Diplomatic Missions of Asian and Pacific countries,will hold*Kenya Asia Pacific Barbecue Festival* on 22nd Sept. 2018 from 11:00am to 4:00pm at  Two Rivers Mall. This is a free entry event with cultural performances and traditional food."
2018-09-21,"Chief Administrative Secretary Ababu Namwamba   with Mrs. Luisa Fragoso, Chargé d’ Affaires of Portugal Mission in Nairobi, who paid him a courtesy call at his office.  The two discussed on enhancing   Kenya /Portugal Relations."
2018-09-14,CS #MonicaJuma urged the meeting to reaffirm its commitment to a strong ACP and mandate a strong negotiating team while supporting the decisions reached by the ACP Ministers in Lome in May 2018.
2018-09-14,CS #MonicaJuma is today at the AU attending the 19th Extraordinary Session of the Executive Council that included Ministers responsible for the African Carribean &amp; Pacific(ACP) to harmonize an Africa position ahead of the commencement of the ACP-EU negotiations post- 2020.
2018-09-11,"CS #MonicaJuma has arrived in Addis Ababa, Ethiopia this evening to represent H.E President @UKenyatta in the 33rd Extra Ordinary IGAD Assembly of Heads of State and Government on 12th, attend the AU Executive Council Retreat on AU Reforms &amp; participate in the AU- EU- ACP meeting"
2018-09-06,"Chief Administrative Secretary Hon @AbabuNamwamba with Hon. Sujeewa Senasinghe, Sri Lanka State Minister for International Trade who paid him a courtesy call at his office yesterday. They discussed ways of increasing trade and enhancing cooperation between Kenya and Sri Lanka."
2018-09-06,CAS Hon @AbabuNamwamba during an interview with John Allan Namu on the ongoing peace process for South Sudan under the IGAD.
2018-09-02,Cabinet Secretary #MonicaJuma and Trade CS Peter Munya joined other ministers from  53 African Countries for the Seventh Ministerial Conference of the Forum on China-Africa Cooperation(FOCAC) at Diaoyutai Guest House Beijing. The meeting precedes the Summit which starts tomorrow.
2018-09-01,Foreign Affairs  C.S  Amb #MonicaJuma  received H.E @UKenyatta and First Lady H.E  Margaret Kenyatta at the Beijing International Airport China. President Uhuru Kenyatta is in China to attend the Forum on China Africa Cooperation (FOCAC) summit.
2018-09-01,CS Monica Juma when she welcomed H.E. Uhuru Kenyatta and the First Lady H.E. Margret Kenyatta at Beijing Capital International Airport China.
2018-08-31,The Ministry of Foreign Affairs and the State Department for Interior have agreed with the Embassy of the Republic of South Sudan on a solution to cause the expeditious release from Police Custody of all identified South Sudan nationals who were found without proper documentation
2018-08-27,Political and Diplomatic Secretary Amb Tom Amolo held a meeting with the Indian National Defense College delegation attending a course in Kenya. The team was led by Major General Vinaya Chandran together with Colonel Oyunge-Kenya Defense Forces.
2018-08-24,"CS Amb #MonicaJuma held fruitful deliberations with Gil Kaplan, the Under Secretary of  Commerce on the Big Four Agenda and US companies interest in Kenya ahead of  the official meeting between President @UKenyatta  and President Donald Trump."
2018-08-24,CS #MonicaJuma this afternoon held a roundtable meeting on the South Sudan peace process with scholars at the United States Institute of Peace in Washington DC.
2018-08-23,The CS  spoke on the role of the AfCFTA in transforming the economic structure of the African economies and their relationship with the rest of the world.
2018-08-19,"""We console Kofi Annan's family during this period of loss. I convey condolences to his family and friends.""  CS Amb. Monica Juma"
2018-08-17,Political and Diplomatic Secretary Amb. Tom Amolo (in African attire) when he hosted a farewell luncheon in honor of outgoing Ambassador of The Republic of The Sudan H.E Elsadig Abdalla Elias Diab at the Intercontinental hotel.
2018-08-16,Cabinet Secretary Amb #MonicaJuma was the chief guest at the Wings to Fly 9th Annual Education and Leadership Congress held at Kenyatta University. Wings to Fly is an initiative of #EquityBank Foundation in support of education of academically gifted children from poor background
2018-08-07,"PS @AmbMKamau held a joint press briefing alongside his counterparts; PS, Prof. Japhet Ntiba-Fisheries, PS. Susan Mochache-Environment, PS. Nancy Karigithu-Maritime, Kula Hache Devolution Sec and Amb. Sara Hradecky-HC of Canada on the upcoming Global Sustainable @BlueEconomy2018"
2018-08-03,"C.S Amb #MonicaJuma held talks with Hon Maneesh Gobin, Attorney General &amp; Minister for Justice Human Rights and Institutional Reforms of Mauritius who paid her a courtesy call. They discussed bilateral issues of mutual interest and the just concluded inaugural Kenya-Mauritius JCC"
2018-08-01,"PS @AmbMKamau held bilateral talks with Chinese amb. to Kenya Amb. Sun Baohong when she paid him a courtesy call. They discussed funds mobilizing and participation in the upcoming Global Blue Economy Conference, and the upcoming FOCAC Summit."
2018-07-31,"The Principal Secretary @AmbMKamau today took part in a Kenya Trade Week round table discussions with ambassadors, high commissioners, trade representatives and development partners on the Big Four agenda."
2018-07-25,"The Cabinet Secretary Amb. Monica Juma arrived in Namibia today afternoon for a 3 days bilateral visit. Soon after she arrived, she held talks with her counterpart who is also the Deputy Prime Minister of Namibia, Her Excellency  Hon. Netumbo Nandi Ndaitwah."
2018-07-24,"Cabinet Secretary Amb. #MonicaJuma held bilateral meeting with her counterpart H.E. Manuel Augusto, Minister for External Relations in Luanda, Angola."
2018-07-23,"Political and Diplomatic Secretary Amb Tom Amolo this afternoon held talks with H.E. Vincent O'Neill, Ireland's ambassador to Kenya. He was accompanied by Teresa Sweeney. Ireland is seeking Kenya's support for its candidature for the non-permanent seat at the UNSC for 2021-2022."
2018-07-19,"As a gesture of solidarity, she donated a tonne of assorted teas for those affected in Japan"
2018-07-15,Kenya's sugar industry will continue to enjoy protection from influx of imports from the Common Market for Eastern and Southern Africa (COMESA) region after the COMESA  Council of Ministers passed a resolution accepting Kenya's bid to extend sugar safeguards for two more years.
2018-07-13,The Cabinet Secretary #MonicaJuma further reinforced Kenya's  commitment to the objectives of CGPCS and suggested a widening of its mandate to other forms of maritime crimes within the Western Indian Ocean @BlueEconomy2018
2018-07-13,"The Cabinet Secretary for Foreign Affairs Amb #MonicaJuma joined her counterpart from the Ministry of Defence, Amb. Raychelle Omamo at the opening session of the 21st Plenary Session of the Contact Group on Piracy off the Coast of Somalia (CGPCS) at UN Complex, Gigiri."
2018-07-11,Kenya's High Commissioner to India Ambassador Willy Kipkorir Bett today presented his credentials to H.E Ram Nath Kovind President of India at Rashtrapati Bhavan.
2018-07-11,"Foreign Affairs Ministry led PS Amb Macharia Kamau hosted a farewell luncheon for the outgoing Germany Ambassador to Kenya, H.E Amb. Jutta Frasch who has completed her tour of duty in Kenya."
2018-07-10,C.A.S @AbabuNamwamba was among invited guests at a welcome reception in honour of Sun Baohong  the new Ambassador of People's Republic of China to Kenya held at Laico Regency yesterday night.
2018-07-10,Foreign Affairs Cabinet Secretary Amb. #MonicaJuma this morning bid farewell to outgoing #Germany Amb to Kenya H.E  Jutta Frasch whose tour of duty has ended. Amb Juma thanked Ms Frasch for her commitment in improving relations with Kenya during her tenure @GermanyinKenya
2018-07-09,Political &amp; Diplomatic Secretary Amb Tom Amolo met with Indonesia Vice Minister of Foreign Affairs Abdurrahmad M. Fachir. Amolo is in Indonesia to deliver a special message from CS #MonicaJuma to Foreign Minister H.E Retno Lestrai Marsudi on the upcoming Blue Economy Conference
2018-07-06,"Ms. Sahle moves on as Special Representative to the African Union and Head of the United Nations Office to the African Union (UNOAU), following her appointment by the United Nations Secretary General, António Guterres."
2018-07-02,"Foreign Affairs PS Macharia Kamau, Political and Diplomatic Secretary Tom Amolo and Dr. Ambassador Ralf Heckner, Swiss Permanent Representative to UNON when he paid them a courtesy call earlier today.They discussed the upcoming visit of the Swiss President to Kenya."
2018-07-01,"CS #MonicaJuma joined Heads of State and Government for a Group photo after the opening Ceremony of the 31st Ordinary Session of the Assembly of Heads of State and Government of the African Union in Nouakchott, Mauritania."
2018-06-30,"Foreign Affairs CAS Hon. Ababu Namwamba yesterday met with Norwegian special envoy to South Sudan, Mr. Erling Skjonsberg and Charge de Affairs Mr. Vebjorn Heines. They discussed the state of the peace process in South Sudan."
