,Date,Text
362,2021-12-10,"1/3 President Uhuru Kenyatta and his Tanzanian host @SuluhuSamia on Friday at State House, Dar es Salaam addressed a joint press briefing shortly after leading their respective delegations in talks and witnessing the signing of 8 bilateral agreements."
363,2021-12-10,"3/3 At the conclusion of the talks, the two Heads of State witnessed the signing of 3 agreements and 5 MoUs, all aimed at strengthening the Kenya-Tanzania bilateral ties."
364,2021-12-10,"1/3 His Excellency President Uhuru Kenyatta on Friday led a Kenyan🇰🇪 delegation in bilateral talks with their Tanzanian🇹🇿 counterparts led by President @SuluhuSamia at State House, Dar es Salaam on the last day of his two-day State Visit of the Republic of Tanzania."
365,2021-12-10,"On Thursday, President Kenyatta was among several visiting Heads of State and Government, and other foreign dignitaries at a colourful celebration to mark the 60th anniversary of Mainland Tanzania's independence at Uhuru Gardens in downtown Dar es Salaam."
366,2021-12-10,"As part of the elaborate State Reception, President Uhuru inspected a Guard of Honour mounted by a detachment of the Tanzania People's Defence Force and was accorded a 21-gun salute, the long-standing military honour reserved for visiting Heads of State &amp; Govt in the Commonwealth"
367,2021-12-10,"His Excellency President Uhuru Kenyatta was on Friday morning officially received by his Tanzanian counterpart Samia Suluhu Hassan at State House, Dar es Salaam on the second day of his two-day State Visit of the Republic of Tanzania."
368,2021-12-09,"3/3 President Kenyatta, who is on a two-day State Visit of Kenya's southern neighbor, was invited to the celebrations in May this year by his Tanzanian counterpart Samia Suluhu Hassan.

Read more:  https://t.co/K0rHcPRCRx"
369,2021-12-09,"2/3 The colourful ceremony was attended by thousands of Tanzanians from all walks of life and invited dignitaries among them Presidents Paul Kagame (Rwanda), Filipe Nyusi (Mozambique), Azali Assoumani (Comoros) and DR Congo's Prime Minister Sama Lukonde among others."
370,2021-12-09,1/3 President Uhuru Kenyatta on Thursday joined his host @SuluhuSamia at a celebration to mark 60 years of mainland Tanzania's🇹🇿 independence at Uhuru Gardens in the country's commercial capital Dar es Salaam.
371,2021-12-09,"His Excellency President Uhuru Kenyatta arrives in Dar es Salaam, Tanzania for a two-day State Visit during which he was the Chief Guest at celebrations to mark the 60th anniversary of Mainland Tanzania's independence. @ForeignOfficeKE | @SuluhuSamia"
372,2021-12-09,"President Uhuru Kenyatta joins Her Excellency President @SuluhuSamia of the United Republic of Tanzania, Tanzanians from all walks of life and invited dignitaries at Uhuru Grounds in Dar es Salaam for celebrations to mark the 60th anniversary of Mainland Tanzania's independence."
373,2021-12-09,"2/2 President Kenyatta who is the Chief Guest is among Heads of State  and Government invited by Her Excellency Samia Suluhu to attend the Celebrations at Uhuru Stadium, Dar es Salaam, Tanzania. 🇰🇪🇹🇿"
374,2021-12-09,"1/2 His Excellency President Uhuru Kenyatta arrives in Dar es Salaam, Tanzania🇹🇿 for the marking of the country’s 60th anniversary of Independence Day."
375,2021-12-08,"1/3 His Excellency President Uhuru Kenyatta has sent a congratulatory message to the new Chancellor of the Federal Republic of Germany, His Excellency Olaf Scholz following his election and assumption of Office on Wednesday evening."
376,2021-12-08,"1/2 His Excellency President Uhuru Kenyatta on Wednesday at State House, Nairobi met  former Nigerian President Olusegun Obasanjo who paid him a courtesy visit."
377,2021-12-07,"3/3 The Head of State observed that several transformative projects, supported by the Japanese Government, had taken off during Amb Ryoichi's tenure among them the Dongo Kundu Special Economic Zone."
378,2021-12-07,"2/3 At the meeting, attended by Foreign Affairs CS Raychelle Omamo and Head of Public Service Dr Joseph Kinyua, the President thanked the outgoing envoy for helping deepen Kenya-Japan bilateral ties."
379,2021-12-07,"1/3 His Excellency President Uhuru Kenyatta on Tuesday bade farewell to outgoing Japan's ambassador to Kenya Ryoichi Horie who paid him a courtesy call at State House, Nairobi."
380,2021-12-07,"2/3 Others were Dragos Viorel Radu Tigau (Romania), Juan Manuel Rodgriguez Vazguez (Cuba) and Lebbius Tangani Tobias of Namibia who is non-residential."
381,2021-12-07,"1/3 President Uhuru Kenyatta on Tuesday at State House, Nairobi received credentials from six new ambassadors posted to Kenya. The President received diplomatic papers from Firas Farhan Khouri (Jordan), Cristina Diaz Fernadez-Gil (Spain) &amp; Silvio Jose Albuquerque e Silva (Brazil)"
382,2021-11-30,"At the same time, President Kenyatta congratulated Her Excellency Dame Sandra Mason on her assumption of the high office of President of the Republic of Barbados and wished her success as she steers the new Republic into a future of prosperity."
383,2021-11-30,"In his message of goodwill, President Kenyatta affirmed Kenya's🇰🇪 readiness to continue partnering with the new Republic of Barbados🇧🇧 in advancing Pan-Africanism saying the transition was a testament of the strong resolve by the Barbadian people to chart their own destiny"
384,2021-11-30,"President Uhuru Kenyatta has sent a congratulatory message to Her Excellency President Dame Sandra Mason, Prime Minister Mia Amor Motley and the People of the new Republic of Barbados on the auspicious occasion of the country's transition to a Republic today, 30th November 2021."
385,2021-11-25,"3/3 It also follows an offer by South African President @CyrilRamaphosa to donate 100,000 doses of Johnson and Johnson Covid-19 vaccine to Kenya boost the country's vaccination campaign. 🇰🇪🇿🇦"
386,2021-11-25,"1/3 His Excellency President Uhuru Kenyatta on Wednesday visited Aspen Pharmacare, the South African-based subsidiary of Aspen, the multinational pharmaceutical company that manufactures and distributes the Johnson and Johnson Covid-19 vaccine. 🇰🇪🇿🇦"
387,2021-11-24,1/3 President Uhuru Kenyatta on Wednesday visited South Africa’s historic Hector Pieterson Museum that covers the events of the anti-apartheid Soweto uprising. 🇰🇪🇿🇦
388,2021-11-24,"3/3 The President spoke on Wednesday when he toured the Transnet Engineering’s factory in Koedoespoort, Pretoria on the final day of his three-day State Visit to South Africa.🇰🇪🇿🇦

Read more: "
389,2021-11-24,"2/3 The President said Transnet Engineering Company, a state-owned South African manufacturer of railway components including freight wagons, locomotives and passenger coaches, could partner with @KenyaRailways_ in the ongoing revamp of the country's railway infrastructure.🇰🇪🇿🇦"
390,2021-11-24,"2/2 Transnet Engineering is the engineering division of the South Africa based Transnet SOC Ltd, a large manufacturing corporation specialized in the manufacture, upgrading, repair and maintenance of railway rolling stock and spares."
391,2021-11-24,"1/2 His Excellency President Uhuru Kenyatta, who is in South Africa🇿🇦 on a three-day State Visit, is taken on a guided tour of Transnet Engineering in Koedoespoort, Pretoria."
392,2021-11-24,"3/3 Speaking at the event, President Kenyatta reaffirmed Kenya’s commitment to continue working closely with the South African Government for the benefit of the people of the two countries. 🇰🇪🇿🇦

Read more:"
393,2021-11-24,2/3 The South African President spoke on Tuesday evening in Pretoria when he hosted a state banquet in honor of President Uhuru Kenyatta and his delegation. 🇰🇪🇿🇦
394,2021-11-24,"1/3 South Africa’s🇿🇦 President @CyrilRamaphosa has thanked Kenya🇰🇪 for supporting his country's fight for freedom from apartheid. 
“Kenya provided unwavering support and solidarity for many years during our struggle against the evil system of apartheid,” President Ramaphosa said."
395,2021-11-23,"2/2 The President said the business communities should not view themselves as competitors but partners working together to meet the demands for goods and services in Kenya🇰🇪 and South Africa🇿🇦. 

Read more:"
396,2021-11-23,1/2 President Uhuru Kenyatta has urged Kenyan🇰🇪 and  South African🇿🇦 business communities to leverage on trade and investments as enablers of strengthening bilateral ties between the two African nations. @CyrilRamaphosa
397,2021-11-23,"4/4 Addressing the press after the signing ceremony, President Kenyatta said the Kenya-South Africa diplomatic relationship of close to 30 years had come of age. 🇰🇪🇿🇦

Read more;"
398,2021-11-23,"2/4 President Uhuru Kenyatta and President @CyrilRamaphosa  witnessed the signing of the agreements shortly after they led their delegations in bilateral talks at Union Buildings in Pretoria, the official seat of the South African Government. 🇰🇪🇿🇦"
399,2021-11-23,"1/4 Kenya🇰🇪 and South Africa🇿🇦 on Tuesday signed eight key bilateral agreements, ushering in a new dawn of cooperation between the two African nations."
400,2021-11-23,3/3 The Kenyan leader arrived in the Southern African nation on Monday evening for a three-day state visit aimed at strengthening the Kenya-South Africa bilateral relations. 🇰🇪🇿🇦
401,2021-11-23,"2/3 As part of his day's itinerary, President Kenyatta is scheduled to lead the Kenyan🇰🇪 delegation in bilateral talks with their South African🇿🇦 counterparts."
402,2021-11-23,"1/3 His Excellency President Uhuru Kenyatta arrives at the Union Buildings in Pretoria, South Africa🇿🇦 for a formal welcome ceremony by his host President @CyrilRamaphosa."
403,2021-11-22,"2/2 On arrival, the President was received by South African Minister of Agriculture, Land Reform and Rural Development, Ms Angela Thoko Didiza. 

President Kenyatta will formally be received by his host President @CyrilRamaphosa tomorrow.🇰🇪🇿🇦"
404,2021-11-22,1/2 President Uhuru Kenyatta arrives at the Waterkloof Air Force Base on the outskirts of Pretoria to begin a three-day State Visit to South Africa🇿🇦.
405,2021-11-22,"2/2 The President’s State Visit, at the invitation of his host President  @CyrilRamaphosa, is geared towards deepening the existing mutually beneficial ties between Kenya and South Africa.

Read more:"
406,2021-11-22,1/2 President Uhuru Kenyatta is today evening set to begin a three-day State Visit to South Africa🇿🇦.
407,2021-11-18,"1/2 President Uhuru Kenyatta🇰🇪 and his host President Fillipe Nyusi of the Republic of Mozambique🇲🇿 tour an exhibition at the 'Growing Blue' International Blue Economy Conference at Inhambane Province, Mozambique.  #GrowingBlue"
408,2021-11-18,"3/4 The President, who was the chief guest during the second edition of the “Growing Blue” International Blue Economy Conference in Mozambique, proposed for the implementation of a co-ordinated structure for knowledge and data sharing.
#GrowingBlue"
409,2021-11-18,"On the sidelines of the 2nd “Growing Blue” International Blue Economy Conference in Vilankulo, Mozambique, President Uhuru Kenyatta and his host President Fillipe Nyusi witnessed the signing of an MOU on General Cooperation aimed at strengthening ties between Kenya and Mozambique"
410,2021-11-18,"3/3 The conference, which was opened by President Fillipe Nyusi of the Republic of Mozambique, builds up from the first ‘Growing Blue’ Conference that was held in Maputo, Mozambique in 2019."
411,2021-11-18,"1/3 President Uhuru Kenyatta delivers his speech at the second 'Growing Blue' International Blue Economy Conference at Inhambane Province, Mozambique. #GrowingBlue"
412,2021-11-18,"2/3 President Kenyatta is the chief guest at the 2nd Edition of the 'Growing Blue' International Blue Economy Conference which is being held at the coastal town of Vilankulo, Mozambique."
413,2021-11-18,"1/3 President Uhuru Kenyatta is received by his counterpart President Fillipe Nyusi of the Republic of Mozambique, at the Vilankulo International Airport."
414,2021-11-17,"His Excellency President Uhuru Kenyatta on Wednesday met visiting United States of America (US)🇺🇸 Secretary of State Antony Blinken who is in Nairobi at the start of his three-nation African visit. @SecBlinken 

Read more:"
415,2021-11-14,"His Excellency President Uhuru Kenyatta on Sunday, in Addis Ababa, held private talks with the top leadership of the Federal Democratic Republic of Ethiopia🇪🇹 led by President @SahleWorkZewde and Prime Minister @AbiyAhmedAli."
416,2021-11-12,"2/2 Mr de Klerk, 85, served as South Africa's Head of State between 1989 and 1994, and played a key role in the country's transition to democracy from apartheid, a feat that earned him a Nobel Peace Prize in 1993 alongside former President Nelson Mandela."
417,2021-11-12,1/2 His Excellency President Uhuru Kenyatta has sent a message of condolence and comfort to President @CyrilRamaphosa and the people of the Republic of South Africa🇿🇦 following the death of the country's former Head of State Frederik Willem de Klerk.
418,2021-11-01,"3/3 The Kenyan Head of State spoke on Monday afternoon in Glasgow, Scotland where he delivered Kenya's national statement at the World Leaders Summit of the ongoing 26th United Nations Climate Conference (COP26) being co-hosted by the United Kingdom (UK) and Italy. #COP26"
419,2021-10-29,"2/3 The Head of State and the Deputy Minister discussed several matters of mutual interest to Kenya🇰🇪 and France🇫🇷 among them cooperation in infrastructure development, health, green energy, blue economy, trade, education and people-to-people exchanges."
420,2021-10-22,"1/2 His Excellency President Uhuru Kenyatta has sent a message of condolence and comfort to His Excellency Moussa Faki Mahamat, Chairperson of the African Union Commission following the sudden death of his younger brother Outhman Mahamat, a neurosurgeon based in Germany."
421,2021-10-21,"2/4 The eight agreements covered broad areas of cooperation between Kenya🇰🇪 and Malawi🇲🇼 in politics, diplomacy, defence, fisheries and aquaculture as well as cooperatives development. Others are technical cooperation in health and tourism."
422,2021-10-21,1/4 Kenya🇰🇪 and Malawi🇲🇼 have ushered in a new dawn in their bilateral relations by signing eight new agreements designed to strengthen socioeconomic bonds between the two nations.
423,2021-10-21,"2/3 The elaborate military reception ceremony for the Malawi Head of State, who is in the country on a three-day State Visit, included a guard of honour mounted by a detachment of the Kenya Army and a 21-gun salute. 🇰🇪🇲🇼"
424,2021-10-21,"1/3 Visiting Malawi President  His Excellency Dr Lazarus Chakwera and First Lady Mrs Monica Chakwera have been received at State House, Nairobi by their hosts President Uhuru Kenyatta and First Lady Margaret Kenyatta. 🇰🇪🇲🇼"
425,2021-10-20,3/3 The Malawi Head of State said his country looks forward to a future of close cooperation and shared prosperity between Kenya🇰🇪 and Malawi🇲🇼.  #MiminiShujaa #Mashujaa2021
426,2021-10-20,"2/3 President @LAZARUSCHAKWERA who was the Chief Guest at today's fete, narrated the long historical relations between Kenya and Malawi dating back to the time of the two countries Founding Fathers namely Mzee Jomo Kenyatta and Hastings Kamuzu Banda.  #MiminiShujaa #Mashujaa2021"
427,2021-10-20,"1/3 His Excellency President Dr Lazarus Chakwera of the Republic of Malawi🇲🇼 speaks at Wang'uru Stadium in Mwea, Kirinyaga County during celebrations to mark this year's Mashujaa Day.  #MiminiShujaa #Mashujaa2021"
428,2021-10-20,"Various troupes entertain President Uhuru Kenyatta, First Lady Margaret Kenyatta, and dignitaries, among them Malawi President Dr Lazarus Chakwera and First Lady Mrs Monica Chakwera, at this year's Mashujaa Day national celebrations, attended by thousands of enthusiastic Kenyans."
429,2021-10-20,"2/2 The Malawi Head of State, who is in Kenya on a three-day State Visit, is the Chief Guest at today's Mashujaa Day national celebrations.  #MiminiShujaa #Mashujaa2021"
430,2021-10-20,"1/2 His Excellency President Dr Lazarus Chakwera of the Republic of Malawi, and First Lady Mrs Monica Chakwera, arrive at Wang'uru Stadium in Mwea, Kirinyaga County.  #MiminiShujaa #Mashujaa2021"
431,2021-10-19,"2/3 The Malawi Head of State, who is accompanied by First Lady Mrs Monica Chakwera, will be the Chief Guest at this year's Mashujaa/Heroes Day celebrations at Wang'uru Stadium in Kirinyaga County on Wednesday, 20th October 2021."
432,2021-10-19,"1/3 His Excellency Hon. @LAZARUSCHAKWERA, President of the Republic of Malawi🇲🇼 has arrived in Nairobi for a three-day State Visit of the Republic of Kenya🇰🇪."
433,2021-10-18,"Spokesperson's Office State House, Nairobi 
18th October 2021

Press Release: State Visit by HE Hon. Lazarus Chakwera, President of the Republic of Malawi

Read more:"
434,2021-10-16,1/2 President Uhuru Kenyatta has wished Kenya Premier League Champions @tusker_fc the best of luck as they prepare to face Egyptian side Zamalek FC @ZSCOfficial_EN in the second round of the #CAFChampionsLeague.
435,2021-10-16,"3/3 This year's commemoration marks the 10th anniversary since Kenya started observing KDF Day in 2011, the year that Kenyan troops entered Somalia in pursuit of al-Shabaab terrorists under the Operation Linda Nchi. @kdfinfo | #KdfDay"
436,2021-10-12,1/3 President Uhuru Kenyatta on Monday witnessed the signing of a detailed private sector agreement that seeks to expand trade and investments between Kenya🇰🇪 and the United States of America🇺🇸.
437,2021-10-12,"... among them the crises in Haiti and Ethiopia's Tigray Region as well as preparations for the forthcoming COP-26 meeting in Glasgow, Scotland."
438,2021-10-11,"3/3 ...and Ethiopia's Tigray region as well as preparations for the forthcoming UN Climate Change Conference (COP26) in Glasgow, Scotland.

Read more:"
439,2021-10-11,"2/3 The President, who is in the US on a two-day official visit, and the @UN boss discussed several subjects of global importance among them the security and humanitarian crises in Haiti..."
440,2021-10-08,"Through the agreements, the President, who is on an official visit of the Carribean nation, said Kenya and Barbados are keen to transform their strengthening relations into profitable ventures. @ForeignOfficeKE | 🇰🇪🇧🇧"
441,2021-10-08,"His Excellency President Uhuru Kenyatta and his host Prime Minister @miaamormottley on Wednesday witnessed the signing of the three key bilateral agreements on aviation, environment and trade between Kenya🇰🇪 and Barbados🇧🇧."
442,2021-10-07,His Excellency President Uhuru Kenyatta on Wednesday received the prestigious 'Order of Freedom of Barbados' commendation from the Barbadian Government for his leading role in the promotion of global trade and strengthening of the African-Caribbean ties. @miaamormottley 🇰🇪🇧🇧
443,2021-10-07,"1/3 Kenya🇰🇪 and Barbados🇧🇧 on Wednesday evening signed three key bilateral agreements for cooperation in aviation, environmental conservation, trade and investment."
444,2021-10-06,1/3 President Uhuru Kenyatta was on Wednesday conferred the 'Order of Freedom of Barbados' award by the Barbadian Government for his leading role in the promotion of global trade and the strengthening of relations between African and the Carribean countries.
445,2021-10-06,"2/3 The Award is the highest State Honor conferred on outstanding Barbadian citizens and foreign nationals for extraordinary service to Barbados, Carribean Diaspora or to humanity at large."
446,2021-10-06,1/3 President Uhuru Kenyatta was on Wednesday conferred the prestigious 'Order of Freedom of Barbados' award by the Governor of Barbados Dame Sandra Mason at Government House in Bridgetown🇧🇧.
447,2021-10-06,His Excellency President Uhuru Kenyatta on Tuesday handed over the leadership of the United Nations Conference on Trade and Development (UNCTAD) to Prime Minister Mia Amor Mottley of Barbados. The Head of State is in the Carribean nation to attend the ongoing UNCTAD15 conference.
448,2021-10-05,"3/4 President Kenyatta, who is Bridgetown, Barbados for the 15th session of United Nations Conference on Trade and Development (UNCTAD15)... #ProsperityForAll #UNCTAD15"
449,2021-10-05,"President Uhuru Kenyatta hands over the chairmanship of United Nations Conference on Trade and Development (UNCTAD) to Prime Minister of Barbados @miaamormottley during the 15th Session of UNCTAD taking place in Bridgetown, Barbados.  #ProsperityForAll #UNCTAD15"
450,2021-10-05,His Excellency President Uhuru Kenyatta was among several African Heads of State and Government at the inauguration of Ethiopian Prime Minister Dr @AbiyAhmedAli in Addis Ababa🇪🇹 on Monday.
451,2021-10-05,"3/3 The President's message was contained in a pre-recorded video address delivered on Monday night at the opening session of this year's hybrid UNCTAD15 conference being hosted by the Caribbean state of Barbados.

Read more:"
452,2021-10-04,"3/3 “Kenya🇰🇪 stands ready to work shoulder to shoulder with our brothers and sisters in Ethiopia🇪🇹 to build a great region of prosperity and peace,” President Kenyatta said.

Read more:"
453,2021-10-04,"2/3 In his congratulatory message, President Kenyatta assured Prime Minister @AbiyAhmedAli of Kenya’s continued support in his administration's endeavour to build a strong and stable Ethiopia."
454,2021-10-04,1/3 President Uhuru Kenyatta was on Monday among several African Heads of State and Government at the inauguration of Ethiopia’s Prime Minister Dr @AbiyAhmedAli for a second 5-year term.
455,2021-10-04,"1/2 President Uhuru Kenyatta has joined other Heads of State and Government in Addis Ababa🇪🇹 for the inauguration of Ethiopian Prime Minister Dr @AbiyAhmedAli.  

The President and his entourage arrived in the Ethiopian capital on Monday afternoon aboard a Kenya Airways aircraft."
456,2021-09-30,"2/3 “It was a great pleasure to have had you here. You have done a lot to strengthen ties between our countries. It is through your efforts that every Kenyan knows about Cuba because of the Cuban doctors,” President Kenyatta said."
457,2021-09-30,"1/3 President Uhuru Kenyatta today at State House, Nairobi bade farewell to Cuban Ambassador to Kenya Ernesto Gomez Diaz whose tour of duty has come to an end."
458,2021-09-24,"1/3 President Uhuru Kenyatta has urged the international community to back a joint call-for-action on clean energy by Kenya, Malawi and The Netherlands, and assured that the East African nation will continue leading efforts to grow global uptake of clean energy. @UN #UNGA"
459,2021-09-18,"3/5 Other winners included Vincent Keter &amp; Faith Kipyegon (1500m), Noah Kibet &amp; Mary Moraa (800m) as well as Vanice Kerubo &amp; Nicholas Kiprotich (400m hurdles) while star sprinter Ferdinand Omanyala broke his 100m national record by finishing second behind American Tryvon Bromell"
460,2021-09-18,"2/2 ...and has attracted over 180 athletes from across the world among them Olympic champions Soufiane El Bakalli of Morocco (3000m steeplechase) and Kenya's dual Olympic gold medalist and world champion Faith Kipyegon (1500m).

 #AbsaKipKeinoClassics #ContinentalTourGold"
461,2021-09-10,"3/3 President Kenyatta and his guest spoke on Thursday evening at State House, Nairobi, during a cocktail party held in honour of the visiting Estonian leader. #KenyaEstoniaRelations 🇰🇪🇪🇪

Read more:"
462,2021-09-10,"2/3 They said the system guarantees fairness and justice in the global stage, and vowed to use the two countries non-permanent membership on the UN Security Council to jointly advance multilateralism. #KenyaEstoniaRelations 🇰🇪🇪🇪"
463,2021-09-10,1/3 President Uhuru Kenyatta and visiting Estonian leader @KerstiKaljulaid have said Kenya🇰🇪 and Estonia🇪🇪 will partner in championing for the protection of multilateralism on the global stage. #KenyaEstoniaRelations
464,2021-09-09,"Joint Communiqué issued by President Uhuru Kenyatta and Her Excellency @KerstiKaljulaid, President of the Republic of Estonia on the occasion of the Official Visit to the Republic of Kenya on 8th to 11th September 2021 | #KenyaEstoniaRelations 

Read more:"
465,2021-09-09,"2/2 Kenya🇰🇪 and Estonia🇪🇪 signed a bilateral framework of  cooperation on Political Consultations, Health and Environment. President Kersti Kaljulaid, the first female President of Estonia, has made history by being the first Estonian Head of State to visit Africa."
466,2021-09-09,"1/2 His Excellency President Uhuru Kenyatta and his visiting Estonian counterpart @KerstiKaljulaid on Thursday led their respective delegations in bilateral talks at State House, Nairobi. 

#KenyaEstoniaRelations 🇰🇪🇪🇪"
467,2021-09-09,"2/2 The two Heads of State are scheduled to hold private talks before leading their respective delegations in bilateral talks during which several matters of mutual interest to Kenya🇰🇪 and Estonia🇪🇪 will be discussed.

#KenyaEstoniaRelations"
468,2021-09-09,"1/2 President Uhuru Kenyatta has received visiting Estonian President, Her Excellency @KerstiKaljulaid at State House, Nairobi. #KenyaEstoniaRelations 🇰🇪🇪🇪"
469,2021-09-08,"Her Excellency President @KerstiKaljulaid of the Republic of Estonia will arrive in the country tomorrow, Thursday, 9th September 2021, for a three-day Official visit. 🇰🇪🇪🇪

Read more:"
470,2021-09-01,"His Excellency President Uhuru Kenyatta has condoled with the family of Education Cabinet Secretary Prof George Magoha following the death of his brother Charles Agunga Magoha in Sweden on Tuesday, 31st August 2021."
471,2021-08-25,President Uhuru Kenyatta was among the ten (10) African Heads of State and Government at the colorful inauguration ceremony of Zambia's new President @HHichilema at the National Heroes Stadium in Lusaka🇿🇲.
472,2021-08-24,1/2 President Uhuru Kenyatta on Tuesday in Lusaka held talks with President @HHichilema during which he assured the new Zambian🇿🇲 leader of Kenya’s🇰🇪 commitment to the deepening of bonds of friendship...
473,2021-08-24,"2/2 Mr Hichilema, 59, was sworn-in as the 7th President of the Southern Africa nation alongside his Vice President Mrs Mutale Nalumango at a ceremony held at the National Heroes Stadium by Zambia's acting Chief Justice Michael Musonda.

Read more:"
474,2021-08-24,1/2 President Uhuru Kenyatta was among the ten (10) African Heads of State and Government at the inauguration of Zambia's new President @HHichilema in Lusaka🇿🇲.
475,2021-08-24,"1/2 His Excellency President Uhuru Kenyatta joins other leaders at the National Heroes Stadium in Lusaka for the inauguration ceremony of His Excellency @HHichilema, President-elect of the Republic of Zambia🇿🇲."
476,2021-08-17,"4/4At the same time, President Kenyatta bade farewell to outgoing President @EdgarCLungu. In his message to Mr Lungu, the President thanked the outgoing President for the role he played in forging closer ties between Kenya and Zambia during his tenure in office."
477,2021-08-17,2/4 President Kenyatta said he looked forward to working closely with President-elect Hichilema to enhance bilateral cooperation between Kenya and Zambia for the benefit of the people of the two countries...
478,2021-08-17,"1/4 President Uhuru Kenyatta has congratulated Zambia’s President-elect @HHichilema following his election victory in the just concluded Presidential elections.

Read more:"
479,2021-08-11,"3/3 The President spoke on Wednesday in Mombasa during a virtual meeting with South African Minister for International Relations and Cooperation Ms Naledi Pandor that was also attended by Foreign Affairs CS Raychelle Omamo.

Read more:"
480,2021-08-11,1/3 President Uhuru Kenyatta has called for the elevation of the Kenya-South Africa Joint Commission for Cooperation (JCC) so as to deepen bilateral ties between the two countries.
481,2021-08-11,"As we welcome back our heroic athletes from the 2020 Tokyo Olympics in Japan, we say thank you to each one of them for being great brand ambassadors of our beautiful country.  @moscakenya @KenyaTokyo | #TeamKenya🇰🇪 #Tokyo2020 #YouAreTheReason

https://t.co/D2A0SXaIOB"
482,2021-08-10,"1/2 President Uhuru Kenyatta today at State House, Mombasa, held talks with Somalia Prime Minister @MohamedHRoble during which the two leaders agreed to reset the Kenya🇰🇪-Somalia🇸🇴 relations."
483,2021-08-10,"3/3 Kenya and Somalia signed the Joint Commission for Cooperation (JCC) in 2015. The JCC defines the scope of the two countries collaboration in areas such as trade and investment, transport, defence and security."
484,2021-08-10,"2/3 The two delegations discussed several strategic issues of shared interest between Kenya and Somalia, key among them the restoration of diplomatic relations between Nairobi🇰🇪 and Mogadishu🇸🇴."
485,2021-08-10,"1/3 President Uhuru Kenyatta and visiting Somalia Prime Minister @MohamedHRoble on Tuesday led their respective delegations in  bilateral talks at State House, Mombasa."
486,2021-08-10,2/2 The President and the Prime Minister are scheduled to hold bilateral talks during which subjects of mutual interest to Kenya🇰🇪 and Somalia🇸🇴 will be discussed.
487,2021-08-10,"1/2 His Excellency President Uhuru Kenyatta has received visiting Prime Minister of the Federal Republic of Somalia, His Excellency Hussein Mohamed Roble and his delegation at State House, Mombasa."
488,2021-08-09,"3/3 The Head of State spoke on Monday during the virtual United Nations Security Council (UNSC) debate on maritime security. The meeting was chaired by Prime Minister @narendramodi of India whose country holds this month's UNSC presidency.

Read more:"
489,2021-08-08,"1/2 Congratulations to @EliudKipchoge for crowning Kenya's great showing at the 2020 Tokyo Olympics by successfully defending his gold medal in a time of 2:08:38 on Sunday in Sapporo, Japan.  
@moscakenya @KenyaTokyo | #TeamKenya🇰🇪 #Tokyo2020 #YouAreTheReason"
490,2021-08-01,"Ferdinand Omanyala Omurwa has made history and done the country proud at the #Tokyo2020 Olympics by being the first Kenyan sprinter to qualify for the 100m semi finals &amp; missing the finals by a slight margin. @moscakenya @KenyaTokyo #TokyoOlympics #TeamKenya🇰🇪 
#YouAreTheReason"
491,2021-07-30,"President Uhuru Kenyatta on Thursday witnessed the signing of two key health sector agreements between Kenya and the United Kingdom in London. 

https://t.co/2z923Ry9YA"
492,2021-07-29,2/2 ...as well as former PM of Australia who is also the Board Chair of the Global Partnership for Education @JuliaGillard. The President and his counterparts discussed a variety of bilateral and multilateral subjects of mutual interest to Kenya and their respective nations.
493,2021-07-29,"1/2 On the sidelines of the Global Education Summt held in London on Thursday, President Uhuru Kenyatta held separate bilateral talks with his African counterparts Nana Akufo-Addo (Ghana), Lazarus Chakwera (Malawi), @FEGnassingbe (Togo) and @MBuhari (Nigeria)..."
494,2021-07-29,"1/5 Kenya🇰🇪 and the United Kingdom (UK)🇬🇧 on Thursday signed two key agreements in the health sector, on the third day of President Kenyatta's official visit to the European nation."
495,2021-07-29,"1/2 President Uhuru Kenyatta's Official Visit to the United Kingdom (UK) seeks to deepen Kenya's strong and historical bilateral ties with the European nation as well as find common ground on several multilateral subjects of mutual interest.

https://t.co/nkgOEFyDTo"
496,2021-07-28,1/3 President Uhuru Kenyatta on Wednesday met British Prime Minister @BorisJohnson for bilateral talks on the second day of the Kenyan leader's official visit to the United Kingdom.
497,2021-07-27,"1/4 President Uhuru Kenyatta has invited United Kingdom (UK)🇬🇧 investors to tap into emerging business opportunities in Kenya🇰🇪, saying the country remains one of the most attractive investment destinations in Africa."
498,2021-07-26,1/2 Kenya's High Commissioner to the United Kingdom (UK) @MEsipisu has said President Kenyatta's visit to the European country this week is aimed at strengthening the Kenya-UK strategic partnership.
499,2021-07-26,"Kenya's Malkia Strikers put up a good showing in their 2020 #TokyoOlympics opening match against hosts Japan, and the team is confident of good performances going forward. @moscakenya @KenyaTokyo

#TeamKenya🇰🇪 #Tokyo2020 #YouAreTheReason

https://t.co/VYPHJ31dWg"
500,2021-07-23,"2/2 The team will play South Korea (July 27th), Serbia (July 29th), Dominican Republic (July 31st) and conclude Pool A matches against Brazil on August 2nd. @moscakenya | #TeamKenya🇰🇪 #Tokyo2020"
501,2021-07-23,"1/2 The Kenya national women volleyball team, Malkia Strikers, will kick-off their 2020 Tokyo Olympics campaign this Sunday with a match against hosts Japan. It’s finally here, the Opening Ceremony of the 2020 Tokyo Olympics. @moscakenya |  #TeamKenya🇰🇪 #Tokyo2020"
