,Date,Text
1526,2022-06-02,"2/4
The President noted that while over the last 50 years there has been a growing understanding of the grave environmental threats, less progress has been made in designing and implementing bold actions to address the challenge. #Stockholm50"
1527,2022-06-02,"1/4
President Uhuru Kenyatta has urged the international community to accelerate actions to avert the environmental threats facing the world. #Stockholm50"
1528,2022-06-02,"4/4
...and UNEP@ 50 held in Nairobi early this year and the 2022 UN Oceans Conference which Kenya and Portugal will co-host in Lisbon at the end of June.
#Stockholm50"
1529,2022-06-02,"3/4
The high level meeting is convened by the United Nations and is hosted by Sweden with support from the Government of Kenya and comes between the 5th session of the United Nations Environment Assembly (UNEA-5.2) ...
#Stockholm50"
1530,2022-06-02,"2/4
Stockholm+50 aims to contribute to accelerating a transformation that leads to sustainable and green economies, more jobs, and a healthy planet for all, where no one is left behind. #Stockholm50"
1531,2022-06-02,"1/4
His Excellency President Uhuru Kenyatta today joined other world leaders at the Opening Session of the Stockholm +50 International environment meeting. President Kenyatta will co-chair the two-day meeting dubbed ‘Stockholm+50’ with the host, Prime Minister Magdalena Andersson"
1532,2022-06-02,"After the training, the youths are able to access various jobs in the areas they have been trained on and therefore earn decent wages."
1533,2022-06-02,"Ajira Digital Centres have mentors and coaches who train the youth on various skills such as script and content writing, transcribing, digital marketing, among others."
1534,2022-06-01,"2/2
Addressing the press in her office in Stockholm ahead of the President’s arrival, Ambassador Diana Kiambuthi said President Kenyatta will be leading the Kenyan delegation not just as a co-chair of the meeting but also as a global champion on environmental matters
#Stockholm50"
1535,2022-06-01,"1/2
President Uhuru Kenyatta will on Thursday co-chair an international environment meeting in Stockholm, Sweden. President Kenyatta will co-chair the two-day meeting dubbed ‘Stockholm+50’ with the host, Prime Minister Magdalena Andersson.

Read more:"
1536,2022-06-01,"2/2
...that was attended by visiting Sierra Leone President Julius Maada Bio and First Lady Fatima Maada Bio as well as several national leaders among them former Prime Minister Raila Odinga.
#MadarakaDay2022"
1537,2022-06-01,"1/2
President Uhuru Kenyatta and First Lady Margaret Kenyatta on Wednesday hosted a Madaraka Day State Luncheon at State House, Nairobi...
#MadarakaDay2022"
1538,2022-06-01,"Madaraka Day State address By H.E. Uhuru Kenyatta, CGH on Wednesday, 1st June 2022 At Uhuru Gardens, Nairobi City.

Read more:"
1539,2022-06-01,"5/5
...Mr Polycarp Otieno Onyango (MBS), Maj Hussein Athman Washenga (Order of the Grand Warrior, OGW), Ms Nyariki Alice Kwamboka (OGW), and Ms Mwangi Jane Nduta (OGW)."
1540,2022-06-01,"4/5
Other recipients of the prestigious awards were Mr Paul Ndung'u (MGH), Brigadier Carolyne Mutisya (Elder of the Order of the Burning Spear, EBS), Dr Khisa Weston Wakasiaka (Moran of the Order of the Burning Spear, MBS),...
#MadarakaDay2022"
1541,2022-06-01,"3/5
...among them former State House Chief of Staff and Head of Presidential Delivery Unit Mr Nzioka Waita who was awarded Moran of the Order of the Golden Heart (MGH).  
#MadarakaDay2022"
1542,2022-06-01,"2/5
Cultural and contemporary music and dance troupes also entertained at the ceremony where President Kenyatta conferred State Commendations to several distinguished Kenyans...
#MadarakaDay2022"
1543,2022-06-01,"1/5
Several troupes entertain at today's 59th  Madaraka Day national celebrations at Uhuru Gardens National Monument and Museum among them a group of 500 school children drawn from several Nairobi schools. #MadarakaDay2022"
1544,2022-06-01,"3/3
Also on show at the ceremony held at Uhuru Gardens National Monument and Museum was a KDF mechanized columns drive-by and a fly-past by Kenya Air Force aircraft. #MadarakaDay2022"
1545,2022-06-01,"2/3
Thereafter, President Kenyatta, First Lady Margaret Kenyatta, dignitaries led by President Julius Maada Bio and First Lady Fatima Maada Bio, and wananchi attending the ceremony were treated to a colourful march-past by contingents of KDF and the National Police Service."
1546,2022-06-01,"1/3
President Uhuru Kenyatta inspects a Guard of Honour mounted by a detachment of the 3 formations of the Kenya Defence Forces namely Kenya Army, Kenya Air Force and Kenya Navy at the 59th Madaraka Day national celebrations. @kdfinfo 

#MadarakaDay2022"
1547,2022-06-01,"1/2
President Uhuru Kenyatta and First Lady Margaret Kenyatta arrive at Uhuru Gardens National Monument and Museum for the 59th Madaraka Day national celebrations. #MadarakaDay2022"
1548,2022-06-01,"2/2
Madaraka Day is marked every 1st June in remembrance of the day in 1963 when Kenya attained internal self-rule from the British colonial government.

#MadarakaDay2022"
1549,2022-06-01,"1/2
Wananchi, leaders and dignitaries arrive at the new Uhuru Gardens National Monument and Museum for the 59th Madaraka Day national celebration whose key highlight will be President Uhuru Kenyatta's Address to the Nation. #MadarakaDay2022"
1550,2022-06-01,... in the direction of inclusive progress and wholesome transformation as envisioned by the Founding Fathers of the Kenyan Republic.
1551,2022-06-01,"As Kenya marks 59 years of internal self-rule today, wananchi across the country are grateful and fully satisfied with the manner in which President Uhuru Kenyatta continues to ably steer the nation...
https://t.co/3D2F2gC6tm"
1552,2022-06-01,"2/2
Led by veteran volleyball  coach Japheth Munala, the Kenyan girls beat Egyptian giants Al Ahly 3-1 in a hard-fought final to become the first Kenyan club to win the title in 9 years. KCB last won the title in 2006 while Kenya Prisons clinched it in 2013."
1553,2022-06-01,"1/2
President Uhuru Kenyatta has congratulated KCB Women's Volleyball team for clinching the African club championship title in Kelibia, Tunisia on Tuesday night."
1554,2022-06-01,Ajira Digital centres across the country offer free internet and working spaces to young people and provides them with avenues and necessary skills to earn a living in the various jobs available online.
1555,2022-05-31,"3/3
President Kenyatta was joined at the commissioning ceremony by several dignitaries among them Former First Lady Mama Ngina Kenyatta and Mama Ida Odinga, as well as several Cabinet Secretaries and top military officials led by Chief of Defence Forces General Robert Kibochi."
1556,2022-05-31,"2/3
As part of the commissioning, the President lit a memorial flame and laid a wreath of flowers in honour of Kenya's heroes including freedom fighters in an elaborate military ceremony that included a special parade and march-past by the Kenya Defence Forces."
1557,2022-05-31,"1/3
Colourful fireworks light up the Nairobi skyline on Tuesday evening during the official commissioning of  Uhuru Gardens National Monument and Museum by President Uhuru Kenyatta and his Sierra Leonean counterpart Julius Maada Bio."
1558,2022-05-31,"Among the outstanding attractions at the new Uhuru Gardens National Monument and Museum is the military gallery with a rich display of Kenya Defence Forces weaponry, equipment and technology through the decades."
1559,2022-05-31,"1/3
President Uhuru Kenyatta on Tuesday evening officially commissioned the Uhuru Gardens National Monument and Museum on Lang'ata Road, Nairobi City County ahead of tomorrow's Madaraka Day national celebrations at the same venue. @kdfinfo"
1560,2022-05-31,"2/2
The all-steel flyover is part of a broad Gov't intervention to ease traffic congestion at the busy round-about that included the construction of a footbridge on Mbagathi Way and expansion of adjacent roads."
1561,2022-05-31,"1/2 
His Excellency President Uhuru Kenyatta has officially commissioned the iconic four-lane flyover at the intersection of Mbagathi Way and Lang'ata Road, known to many as T-Mall junction, in Nairobi City County."
1562,2022-05-31,"4/4
Ms Wanini Kireri enlisted in the Kenya Prisons Service as a Cadet in 1982 and has over the years rose through the ranks to become Kenya's highest positioned prisons officer, earning several accolades and decorations along the way."
1563,2022-05-31,"3/4
In a message of condolence to the family, colleagues and friends of Ms Wanini, the President regretted that death had robbed Kenya of one of her brightest stars whose decades of outstanding public service had helped uplift the profile of Kenya Prisons Service."
1564,2022-05-31,"2/4
...who broke the glass ceiling for Kenyan women serving in the prisons service through sheer hardwork, determination and discipline."
1565,2022-05-31,"1/4
President Uhuru Kenyatta has mourned departed Senior Assistant Commissioner of Prisons and first woman Commandant of Prisons Staff Training College Ms Wanini Kireri as a trailblazer..."
1566,2022-05-31,"The Ajira Digital innovation hubs are providing a platform for youths to access digital jobs from wherever they are, even at the grassroots, ensuring no one is left behind.
 President Uhuru Kenyatta's Administration has set up 339 Youth Empowerment Centres in 200 Constituencies."
1567,2022-05-30,"Spokesperson's Office 
State House, Nairobi

Monday, 30th May 2022 

Press Statement: 

Bilateral Meeting between Kenyan🇰🇪 and Sierra Leonean🇸🇱 Delegations at State House, Nairobi. 

Read more:"
1568,2022-05-30,"3/3
President Julius Maada Bio is in the country on a State Visit during which he will be the Chief Guest at this year's Madaraka Day national celebrations at Uhuru Gardens. 🇰🇪🇸🇱"
1569,2022-05-30,"2/3
The elaborate State Reception ceremony included a Guard of Honour mounted by a detachment of the Kenya Air Force and a 21-Gun Salute.  🇰🇪🇸🇱"
1570,2022-05-30,"1/3
President Uhuru Kenyatta and First Lady Margaret Kenyatta have received visiting President of Sierra Leone, His Excellency Julius Maada Bio and his spouse Mrs Fatima Maada Bio at State House, Nairobi. 🇰🇪🇸🇱"
1571,2022-05-30,"3/3
""Mheshimiwa Kamoti leaves behind a strong legacy of development and public service especially in the area of education where he initiated several schools in his constituency,"" the President eulogised."
1572,2022-05-30,"2/3
In his message of condolence, President Kenyatta described the second term parliamentarian as a top legal mind and devoted, progressive leader with an impressive development record."
1573,2022-05-30,"1/3
President Uhuru Kenyatta has sent a message of comfort to the family, friends and constituents of Rabai MP William Kamoti Mwamkale who passed away Sunday night in a grisly road accident. 

Read more:"
1574,2022-05-30,"President Uhuru Kenyatta initiated the Ajira Youth Empowerment Program, commonly known as Ajira Digital, to widen the scope for young people in terms of employment. The aim of Ajira Digital is to raise the profile of online work in Kenya and to promote mentorship among the youth."
1575,2022-05-29,"2/2
As part of his itinerary in Kenya, His Excellency President Julius Maada Bio will be the Chief Guest at this year's Madaraka Day national celebrations at Uhuru Gardens in Nairobi City County."
1576,2022-05-29,"1/2
President Uhuru Kenyatta will tomorrow, Monday, 30th May 2022 receive visiting President of the Republic of Sierra Leone, His Excellency Julius Maada Bio and his delegation at State House, Nairobi."
1577,2022-05-29,"3/3
The Head of State spoke on Sunday at State House, Nairobi when he presided over the 92nd inspection parade of the St John Ambulance Kenya where he announced a Shs 150 million annual Government sponsorship for the organization starting with Shs 100 million this financial year."
1578,2022-05-29,"2/3
“We must, therefore, continue to be careful as we go about our daily callings; and more importantly, I urge all Kenyans to get vaccinated or receive your booster shots, so that we may put the pandemic behind us, once-and-for-all,” the President said."
1579,2022-05-29,"1/3
President Uhuru Kenyatta has rallied Kenyans to continue being cautious of Covid-19 saying, despite the relaxation of disease containment measures, the danger of infections spreading still lurks.

Read more:"
1580,2022-05-29,"2/2
The President, who is the Chief Patron of St John Kenya, interacted extensively with the various cadres of the organization's volunteers who entertained the Head of State with elaborate parade drills, and showcased first aid capabilities."
1581,2022-05-29,"1/2
President Uhuru Kenyatta inspects 2 distinct parades mounted by Adult, Cadet, Kenya Police and Kenya Ports Authority as well as Dolphin members of St John Kenya aged 6 to 13 years during the 92nd Annual St John Inspection Parade at State House Gardens."
1582,2022-05-29,"2/2
As part of the annual event, the President, who is the Chief Patron of St John Kenya, will chair the humanitarian organization's board meeting at State House, Nairobi before being knighted by the institution's Chancellor Dr Gillian Willmore."
1583,2022-05-29,"1/2
His Excellency President Uhuru Kenyatta is today hosting over 3,500 St John Ambulance volunteers at State House Gardens for the 92nd Annual St John Inspection Parade."
1584,2022-05-28,"3/3
This is the first time the military and civilian air operators have come together to treat the Kenyan public to exciting displays of aerobatic capabilities.

Read more:"
1585,2022-05-28,"2/3
The President was accompanied by visiting Ethiopian Prime Minister @AbiyAhmedAli to the spectacular air show organized by the KDF, under Chief of Defence Forces General Robert Kibochi, in conjunction with the Aero Club."
1586,2022-05-28,"1/3
President Uhuru Kenyatta was on Saturday among hundreds of Kenyans who attended the Kenya Defence Forces (KDF) Museum Air Show Festival at the revamped Uhuru Gardens in Nairobi. @kdfinfo"
1587,2022-05-28,"2/2
...ongoing works at the redesigned ultra-modern public park ahead of its official opening."
1588,2022-05-28,"1/2
While at Uhuru Gardens for Saturday's Museum Airshow Festival organised by the @kdfinfo and Aero Club of Kenya, President Uhuru Kenyatta and visiting Ethiopian Prime Minister Dr @AbiyAhmedAli made an extensive inspection tour of..."
1589,2022-05-28,"3/3
Also on show were 2XKAF Northrop F5's; KAF UH1H Huey helicopter flypast and arena landing to collect freefallers; Tobby Dunn's Farmland Aviation firefighting; KWS's anti-poaching; KQ's Embraer 190; Phoenix Aviation's Cessna Sovereign; and Mark Ross's Pitts Special."
1590,2022-05-28,"2/3
Among the showstoppers at the event held at Uhuru Gardens by Kenya Defence Forces and the Aero Club of Kenya were  the KAF Turcanos; Mark Henman MX2; Green Eagles Skydive and Skytruck flypast as well as KAF Puma and rappelling."
1591,2022-05-28,"1/3
President Uhuru Kenyatta and Ethiopian PM Dr @AbiyAhmedAli enjoy a spectacular display of aerobatics by Kenya Airforce jets, and a variety of civilian and corporate aircraft at Saturday's Museum Airshow Festival in Nairobi City County. @kdfinfo"
1592,2022-05-28,"3/3
Thousands of Kenyans attending the airshow were treated to scintillating aerobatics and extreme manouvres by Kenya Air Force jets and a rich selection of corporate and civilian aircraft."
1593,2022-05-28,"2/3
The airshow, organised by the Kenya Defence Forces and the Aero Club of Kenya, was held as a forerunner to the official opening of the new Uhuru Gardens National Monument and Museum."
1594,2022-05-28,"1/3
President Uhuru Kenyatta and visiting Ethiopian Prime Minister Dr @AbiyAhmedAli on Saturday made an impromptu appearance at the Museum Airshow Festival held at the newly redesigned Uhuru Gardens in Nairobi City County. @kdfinfo"
1595,2022-05-28,"@kirdi_kenya offers MSMEs various services including training in product development, manufacturing skills, quality assurance, packaging, among others. This is among the various initiatives by President Uhuru Kenyatta that are aimed at creating more jobs for young people."
1596,2022-05-27,"4/4
At the same time, the Head of State said Kenya has established a global tree-growing fund with the Multi-Partner Trust Fund.

Read more:"
1597,2022-05-27,"3/4
“I am happy to note that in today’s meeting we are already embarking on the ambitious but fulfilling journey of increasing Kenya’s forest cover to at least 30 percent by 2050,” ~President Uhuru Kenyatta"
1598,2022-05-27,"2/4
Speaking during the launch at a presidential roundtable meeting on the accelerated national tree growing campaign at State House Nairobi, President Kenyatta said that the bold actions taken by the Government towards increasing Kenya’s forest cover are bearing fruits."
1599,2022-05-27,"1/4
President Uhuru Kenyatta today launched an accelerated national tree growing campaign with an assurance of Kenya’s commitment to combating the challenges arising from climate change."
1600,2022-05-27,@kirdi_kenya also helps MSMEs to meet guidelines set by the Kenya Bureau of Standards to ensure they manufacture quality products. #Big4Agenda | #Manufacturing
1601,2022-05-27,"Investment done by President Uhuru Kenyatta's Administration to improve capacity at the Kenya Industrial Research and Development Institute, KIRDI has enabled MSMEs to cut on operational costs.  #Big4Agenda | #Manufacturing
https://t.co/DlJqgUXnQa"
1602,2022-05-26,"3/3
This is the fourth time Kenya🇰🇪 is hosting the coveted trophy, with earlier stops having been in 2010, 2013 and 2018.
#FIFAWorldCupTrophyInKenya"
1603,2022-05-26,"2/3
The President said the unveiling of the FIFA World Cup trophy in the country was also a great motivation to the youth to achieve greater football success.
#FIFAWorldCupTrophyInKenya"
1604,2022-05-26,"1/3
President Uhuru Kenyatta today received the 2022 FIFA World Cup trophy at State House Nairobi, saying its presence is an inspiration to the country’s football fraternity.
Read more:"
1605,2022-05-26,"3/3
Tomorrow, the trophy will be on display at the Kenyatta International Convention Centre (KICC) for public viewing and photo session.
 #FIFAWorldCupTrophyInKenya"
1606,2022-05-26,"2/3
The trophy was handed to the Head of State by legendary Brazilian footballer Juliano Belleti, a World Cup winning defender, who is accompanying it on the tour. 

 #FIFAWorldCupTrophyInKenya"
1607,2022-05-26,"1/3
President Uhuru Kenyatta today at State House, Nairobi, received the 18-carat gold FIFA World Cup trophy which is on a two-day tour of Kenya🇰🇪 ahead of this year's World Cup in Qatar. 
#FIFAWorldCupTrophyInKenya"
1608,2022-05-26,"3/3
President Kenyatta spoke when he officially opened the landmark CBK Pension Towers in the Nairobi Central Business District.
Read more:"
1609,2022-05-26,"2/3
“It is often stated that one of the best measures of how progressive a country is; is how it treats its older citizens.  And by that measure, Kenya has over the last decade dramatically improved the way we treat our senior citizens,” the President said."
1610,2022-05-26,"1/3
President Uhuru Kenyatta today said the Government has over the last 10 years significantly improved the welfare of senior citizens in the country."
1611,2022-05-26,"4/4
President Kenyatta spoke on Thursday in Nairobi when he led the country in praying for the nation during the 19th edition of the National Annual Prayer Breakfast themed “transitions”.

Read more:"
1612,2022-05-26,"3/4
""...we know that the task of building a nation is one that is passed from generation to generation. Generations and generations of leaders are, therefore, called upon to pass the baton unbroken and I intend to do just that"" ~President Uhuru Kenyatta
#NationalPrayerBreakfast"
1613,2022-05-26,"2/4
The President emphasized that the increasing tempo of politics must not make the country lose focus on the task of building the nation.

#NationalPrayerBreakfast"
1614,2022-05-26,"1/4
President Uhuru Kenyatta has urged all Kenyans to be ambassadors of peace and unity as the country gears up for the forthcoming general election. 
#NationalPrayerBreakfast"
1615,2022-05-26,"2/2
The imposing 27-storey beautifully designed  skyscraper has 6 basement levels, and space for a Kenya currency museum, offices and conference rooms among other salient provisions."
1616,2022-05-26,"1/2
His Excellency President Uhuru Kenyatta on Thursday presided over the official opening of the Shs 2.49bn Central Bank of Kenya (CBK) Pension House in Nairobi Central Business District along Harambee Avenue."
1617,2022-05-26,"2/2
The theme of this year's ecumenical event, hosted by Kenya's Bicameral Parliament, is 'transition', and is attended by several visiting dignitaries from Tanzania, Uganda and DR Congo among other foreign nations."
1618,2022-05-26,"1/2
His Excellency President Uhuru Kenyatta joins national leaders, the clergy and invited guests at the 19th National Annual Prayer Breakfast at Safari Park Hotel in Nairobi City County."
1619,2022-05-26,"Micro, Small and Medium Enterprises incubated at the Kenya Industrial Research and Development Institute, KIRDI are involved in sectors that align with President Uhuru Kenyatta's #Big4Agenda. These include food technology, leather, chemical &amp; textiles manufacturing, among others."
1620,2022-05-25,"Every year, the Kenya Industrial Research and Development Institute, supports over 600 Micro, Small and Medium Enterprises. The MSMEs are fully provided with necessary machines and equipment at subsidized costs to enable them to process and package their products.
#Big4Agenda"
1621,2022-05-24,"In line with the Manufacturing Pillar of the #Big4Agenda, the Kenya Industrial Research and Development Institute (KIRDI), supports Micro, Small and Medium Enterprises, by offering incubation, research and training services. This is aimed at boosting their manufacturing capacity."
1622,2022-05-23,"President Uhuru Kenyatta's Administration has developed various programs over the last 10 years to support Micro, Small and Medium Enterprises. The programs are aimed at providing a better environment for MSMEs to thrive and in turn create more job opportunities for young people."
1623,2022-05-22,"4/4
At the same time, the President outlined the policies and administrative reforms his administration has put in place to achieve the Universal Health Care (UHC) under the Big 4 Agenda. #WHA75

Read more:"
1624,2022-05-22,"3/4
President Kenyatta spoke on Sunday in Geneva, Switzerland, when he addressed the first in-person regular session of the World Health Assembly since early 2020 when the Covid-19 pandemic was declared as a public health emergency of international concern. #WHA75"
1625,2022-05-22,"2/4
The President said the WHO member states needed to take bold decisions and actions to ensure that common aspirations of promoting health, keeping the world safe and serving the vulnerable are realized. #WHA75"
1626,2022-05-22,"1/4
President Uhuru Kenyatta has challenged World Health Organization (WHO) member states to forge a united front in combating pandemics to ensure a healthy world. #WHA75"
1627,2022-05-22,"2/2
This year's session is the first in-person Health Assembly since the start of the COVID-19 pandemic and is being held under the theme of: Health for peace, peace for health. #WHA75
🇰🇪🇨🇭"
1628,2022-05-22,"1/2
President Uhuru Kenyatta arrives at the World Health Complex in Geneva, Switzerland for the Seventy-fifth World Health Assembly. #WHA75
🇰🇪🇨🇭"
1629,2022-05-21,"3/3
He pointed out that Kenya’s strong presence in Geneva since 1995 has enabled the country to remain strategically engaged in multilateralism besides making significant contributions towards a better world.🇰🇪🇨🇭

Read more:"
1630,2022-05-21,"2/3
Speaking on Saturday afternoon when he commissioned a new premise for Kenya’s Chancery at the Permanent Mission in Geneva, President Kenyatta said the Mission has been effective in presenting Kenya’s vision and influencing global outcomes in the community of nations. 🇰🇪🇨🇭"
1631,2022-05-21,"1/3
President Uhuru Kenyatta has underscored the role played  by Kenya’s permanent mission in Geneva, Switzerland, in promoting the country’s interests at the global arena.🇰🇪🇨🇭"
1632,2022-05-21,"The Public Service Internship Program is benefitting many youth in Kenya in line with President Uhuru Kenyatta’s agenda of creating job opportunities. Some of the interns who went through the Program have been absorbed by the organizations they had been deployed to.
#Big4Agenda"
1633,2022-05-21,"3/3
At a one-on-one meeting with President Ignazio Cassis of the Swiss Confederation, President Kenyatta reiterated that Kenya remains the investment destination of choice in the East and Central African region.🇰🇪🇨🇭

Read more:"
1634,2022-05-21,"2/3
Speaking in Bern at the start of his official visit to Switzerland, the first by a Kenyan Head of State, President Kenyatta said the visit demonstrated Kenya’s desire to reinvigorate the long-standing trade, economic and investment ties between the two countries. 🇰🇪🇨🇭"
1635,2022-05-21,"1/3
President Uhuru Kenyatta on Friday evening reaffirmed Kenya’s commitment to strengthening bilateral ties with Switzerland.
🇰🇪🇨🇭"
1636,2022-05-20,"President Uhuru Kenyatta commissions Kenya's new chancery in the Swiss Capital of Bern. The embassy will enhance multilateral cooperation between Kenya🇰🇪 and Switzerland🇨🇭 especially in the areas of research, education, training, defence and hospitality."
1637,2022-05-20,"2/2
The Government maintains a database of all beneficiaries of the Program and keeps track of their progress after the internship period."
1638,2022-05-20,"1/2
The Public Service Internship Program started by President Uhuru Kenyatta's Administration is designed to provide opportunities for graduates to acquire technical and professional skills.  #Big4Agenda
https://t.co/bfHFBkQIp9"
1639,2022-05-19,"President Uhuru Kenyatta has sent a message of condolence to Mama Mukami Kimathi and the entire family of freedom hero Dedan Kimathi following the death of their grandson Teddy Mukaria Githinji.

Read more:"
1640,2022-05-19,"4/4
The Kenyan Ambassador pointed out that despite the balance of trade being tilted in favour of Switzerland, Kenya has continued to increase its export of coffee, tea and horticultural produce. 🇰🇪🇨🇭

Read more:"
1641,2022-05-19,"3/4
...which has been on the upward trend with Kenya’s exports standing at Kshs 4.8 billion while imports from Switzerland standing at Kshs 8 billion annually.🇰🇪🇨🇭"
1642,2022-05-19,"2/4
Speaking ahead of President Kenyatta’s official visit to Switzerland, Ambassador Andrew Kihurani said the opening of the new chancery will invigorate the growing bilateral trade...
🇰🇪🇨🇭"
1643,2022-05-19,"1/4
President Uhuru Kenyatta is set to open a new chancery in the Swiss Capital of Bern to enhance trade tries between Kenya🇰🇪 and Switzerland🇨🇭."
1644,2022-05-19,"The Public Service Internship Program exposes interns to different functional areas in the Public Service under the close guidance of mentors, coaches and supervisors. 400 officers from various Ministries, Departments and Agencies have so far been trained as mentors and coaches."
1645,2022-05-18,"President Uhuru Kenyatta has called on African nations to increase investment in the war against corruption and transnational organised crimes to curb the loss of resources that would otherwise be used for the continent’s development.

Read more:"
1646,2022-05-18,"2/2 The meeting brings together Attorney Generals, Prosecutor Generals and Directors of Public Prosecutions from across the world and provides a platform for exchange of best practices and experiences in the prosecutorial field."
1647,2022-05-18,"1/2 President Uhuru Kenyatta arrives at Sarova Whitesands Hotel, Mombasa for the official opening of the 4th International Association of Prosecutors (IAP) Africa and East Africa Association of Prosecutors (EAAP) Regional Conference."
1648,2022-05-18,"2/2 The meeting brings together Attorney Generals, Prosecutor Generals and Directors of Public Prosecutions from across the world and provides a platform for exchange of best practices and experiences in the prosecutorial field."
1649,2022-05-18,"The Govt has allocated Ksh 1 Billion every year to support the Public Service Internship Program in the last three financial years. These funds are used for paying each intern a stipend of Ksh 25,000 per month for the entire one year period they are in the program. 
#Big4Agenda"
1650,2022-05-17,"3/3 The President, who was in the lakeside city of Kisumu for a working visit, had earlier officially opened the 9th Edition of Africities summit."
1651,2022-05-17,"2/3 The expansion project, which includes new international arrival and departure lounges, is geared towards boosting the services of the airport."
1652,2022-05-17,1/3 President Uhuru Kenyatta on Tuesday commissioned the Kisumu International Airport Expansion project in Kisumu County.
1653,2022-05-17,"3/3 This year’s Africities summit held under the theme “The role of intermediary cities of Africa in the implementation of the Agenda 2030 of the United Nations and the African Union Agenda 2063” is the first to be hosted in an intermediary city.
#Africities2022"
1654,2022-05-17,"2/3 Speaking today in Kisumu when he officially opened the 9th Edition of Africities summit, President Kenyatta noted that the summit provides an effective forum for the continent to take stock, reflect and plan on the best ways of addressing the challenges of urbanization."
1655,2022-05-17,"1/3 President Uhuru Kenyatta has called for tangible, practical and sustainable solutions to the challenges facing Africa’s urban areas. #Africities2022"
1656,2022-05-17,"The panel discussion was moderated by Kisumu Governor Prof Anyang' Nyong’o and had H.E Moussa Faki, Chairperson of the AU Commission, former Prime Minister Raila Odinga and former President Danny Faure (Seychelles) as panelists.
#Africities2022"
1657,2022-05-17,"As part of the opening ceremony, the President participated in a High Level Dialogue on Infrastructure and Urban Development in Africa. #Africities2022"
1658,2022-05-17,"President Uhuru Kenyatta on Tuesday presided over the official opening of the 9th Africities Summit at Jomo Kenyatta International Stadium in Mamboleo. As part of the opening ceremony, the President participated in a High Level Dialogue on Infrastructure and Urban Devpt in Africa"
1659,2022-05-17,"2/2The 5-day international conference has brought to the lakeside city over 8,000 delegates from across the world to deliberate on the 'role of intermediary cities of Africa in the implementation the United Nations Agenda 2030 and the African Union Agenda 2063'. #Africities2022"
1660,2022-05-17,1/2 President Uhuru Kenyatta arrives at the Jomo Kenyatta International Stadium in Kisumu City to preside over the official opening of the 9th Africities Summit.  #Africities2022
1661,2022-05-17,"3/3 Several world leaders, among them United States of America Vice President Kamala Harris and Prince William, Duke of Cambridge also delivered their condolence messages."
1662,2022-05-17,"2/3 His Highness Sheikh Khalifa bin Zayed Al Nahyan, 73, passed away on Friday, 13th May 2022 and was interred on the same day at the Al Bateen Cemetry within the Sheikh Khalifa bin Zayed The First Mosque in Abu Dhabi."
1663,2022-05-17,"1/3 President Uhuru Kenyatta on Monday delivered Kenya's condolence message to His Highness Sheikh Mohamed Bin Zayed Al Nahyan, President of the United Arab Emirates, at the Presidential Palace in Abu Dhabi following the death of his predecessor Sheikh Khalifa bin Zayed Al Nahyan"
1664,2022-05-16,"3/3 The Head of State appreciated the cooperation between Kenya and the U.S. on security matters, particularly on the fight against terrorism.

Read more:"
1665,2022-05-16,"2/3 President Kenyatta’s discussion with Gen. Townsend, who is the Commander of the U.S. Africa Command, centred on peace and security in the Horn of Africa region with a special focus on Somalia."
1666,2022-05-16,"1/3 President Uhuru Kenyatta today held talks with U.S. Army General Stephen Townsend who paid him a courtesy call at State House, Nairobi."
1667,2022-05-16,"2/2 In his congratulatory message, President Kenyatta wished the new Somalia Head of State good health and success as he takes over the reins of leadership, and assured him of Kenya's continued cooperation and comradeship."
1668,2022-05-16,"1/2 His Excellency President Uhuru Kenyatta has congratulated the newly elected President of the Federal Democratic Republic of Somalia, His Excellency Hassan Sheikh Mohamud."
1669,2022-05-16,"In order to create more employment opportunities for young people, President Uhuru Kenyatta spearheaded the implementation of the Public Service Internship Program in 2019. The Program is aimed at equipping graduates with necessary skills, knowledge and expertise.
#Big4Agenda"
1670,2022-05-16,"The President will this week preside over the official opening of the 9th Africities Summit in the lakeside city of Kisumu that will be attended by several visiting Heads of State and Government, their representatives and delegations from across the world."
1671,2022-05-16,Motorists who are interested in using the Nairobi Expressway are encouraged to acquire the necessary passes from the facility's offices in Nairobi ~@KanzeDena
1672,2022-05-16,"Just like the name reads, the Nairobi Expressway is a no-stop motor highway aimed at decongesting Mombasa Road, and has no provision for stop-and-pick facilities for public transport, pedestrian traffic and other prohibited means ~@KanzeDena"
1673,2022-05-16,"The President was passionate &amp; committed to BBI because, at its core, the initiative was aimed at ensuring equitable sharing of national resources based on determined variables including population size &amp; not necessarily the sharing of political positions as told by its opponents"
1674,2022-05-16,"The rising cost of living is as a result of several external economic, health and geopolitical factors among them disruption of global value chains caused by the Covid-19 pandemic, and currently by the conflict in eastern  Europe involving Russia &amp; Ukraine ~@KanzeDena #Big4Agenda"
1675,2022-05-16,There's no country in the world that has been able to develop without borrowing. The most important consideration when taking up public debt for development is the ability of the country to honour its debt obligations. Kenya has never failed to service its public debt~@KanzeDena
1676,2022-05-16,It is therefore the responsibility of all Kenyans to ensure that those that they elect to lead our Counties give healthcare priority ~@KanzeDena | #Big4Agenda
1677,2022-05-16,"Health is largely a devolved function, therefore issues such as remuneration of health workers and associated challenges are a preserve of the devolved units ~@KanzeDena | #Big4Agenda"
