Date,Text,Label
2/10/2020,Prime Minister of Ethiopia H.E Abiy Ahmed hosted dinner in honour of the Heads of State and Government attending the 33rd Ordinary Session of the Assembly of the @_AfricanUnion at the Grand National Palace. CS Omamo is representing H.E President Uhuru Kenyatta at the summit.,Unrelated
2/9/2020,CS Raychelle Omamo attended a side event for the African World Heritage Fund hosted by H.E Ibrahim Boubacar Keita President of Republic of Mali. The event aims at advocating at the highest level for support for the protection of African Heritage for sustainable devl of Africa,Unrelated
2/9/2020,"President Museveni among Leaders who signed the condolence book for H.E Daniel Arap Moi @_AfricanUnion
Museveni: Moi worked for long and with dedication to Kenya and EAC, we recognise him for welcomed Uganda refugees to Kenya during our troubled time, sponsored peace talk of 1995",Unrelated
2/8/2020,4/  CS Omamo thanked China for the assurance of support to Kenyans as the Chinese government continues in its efforts to contain the virus.,Unrelated
2/8/2020,3/ Minister Xiandong appreciated Kenya’s solidarity and assured that the Chinese government has taken measures to secure Kenyan students and citizens in the affected regions in China.,Unrelated
2/8/2020,2/ Amb. Omamo took the opportunity to reiterate Kenya’s solidarity with China as they continue to deal with the ongoing Coronavirus epidemic. She expressed confidence that the Chinese government is handling the outbreak well and therefore would be able to bring it under control.,Unrelated
2/8/2020,"CS Raychelle Omamo and CHEN Xiaodong, China's Asst Foreign Minister have reaffirmed mutual commitment to strengthen bilateral talks.They took note of the expansion of Cooperation across various sectors and agreed to further engage in defining actions to boost economic ties.",Unrelated
2/7/2020,"CS Raychelle Omamo attended a working luncheon discussion on the Adaptation Strategies for Improving Resilience to address challenges of Climate Change in Africa on the sidelines of the 36th Council of Ministers meeting happening at the @_AfricanUnion in Addis Ababa, Ethiopia",Unrelated
2/7/2020,CS Omamo and the Indian senior diplomat agreed on the need to enhance partnership between Kenya and India.,Unrelated
2/7/2020,CS Omamo briefed the Indian diplomat on Kenya’s candidature for a non-permanent seat of the United Nations Security Council #UNSC   for the period of 2021-2022. She affirmed that Kenya is Africa’s candidate for the position and requested for India’s support and vote.,Unrelated
2/7/2020,"Amb.Raychelle Omamo CS @ForeignOfficeKE earlier today in #AddisAbaba received Mr. Atanu Chakraborty Secretary for Economic Affairs of India. At the talks, Chakraborty delivered a request for Kenya to support the convening of the India-Africa Summit proposed for later this year.",Receive
2/6/2020,CS Omamo commended Mr. Shoukry for Egypt’s stewardship as the Chair of the AU Council of Ministers and reaffirmed Kenya’s support and commitment to the realization of the aspirations and objectives of the continental  body.,Unrelated
2/6/2020,"CS Omamo and Shoukry  discussions focused on issues of mutual interest to the two countries at the bilateral, continental and global levels. The two Ministers took note of the strong bilateral relations and agreed to convene the next session of the JCC in Egypt.",Unrelated
2/6/2020,"Cabinet Secretary @ForeignOfficeKE Amb. Raychelle Omamo and her Egyptian counterpart Mr. Sameh Hassan Shoukry held bilateral talks today on the sidelines of the ongoing 36th Executive Council of the Ministers of the African Union in Addis Ababa, Ethiopia.",Unrelated
2/6/2020,"CAS @AbabuNamwamba exchange gifts with Amb.
Cherdkiat Atthakor, Thailand Ambassador to Kenya who paid him a courtesy call and bid farewell following the end of his tour of duty.",Unrelated
2/6/2020,"@ForeignOfficeKE CS Raychelle Omamo (at the far left) today attended the opening of the 36th Ordinary Session of the Executive Council of the African Union happening in the week- long event at the African Union in Addis Ababa, Ethiopia.",Unrelated
2/6/2020,Amb. @AmbMKamau and H.E Dr. Ahmed Bin Hassan Al-Hamadi exchange gifts during the Luncheon in honour of the Dr Ahmed. The two discussed regional and international issues of mutual interest and they agreed to strengthen trade and  investment between Kenya and the state of Qatar.,Unrelated
2/5/2020,"Amb Raychelle Omamo Cabinet Secretary for Foreign Affairs also met Hon. Lejeune Mbella Mbella Minister for Foreign Affairs of Cameroon. The Minister agreed with those supporting #Kenya4UNSC
saying that Cameroon strongly supports Africa’s common position
and respects processes.",Unrelated
2/5/2020,"The PS for Foreign Affairs @AmbMKamau led Kenya's delegation for talks with Dr Ahmed Bin Hassan Al Hammadi, the Secretary-General in the Ministry of Foreign Affairs of the State of Qatar. The two sides exchanged views on bilateral, regional and multilateral issues of interest.",Unrelated
2/5/2020,The two exchanged gifts as Japan’s State Minister sought Kenya’s support for Japan’s candidacy for the seat at the WIPO with the assurance of championing Intellectual Property Rights while Amb. Macharia sought Japan’s support for Kenya’s candidature for a seat at the #UNSC2021,Unrelated
2/5/2020,"PS @ForeignOfficeKE, @AmbMKamau hosted Hon. Matumoto, Japan State Minister for Economy and Trade, accompanied by H.E Ryoichi Horie, Amb for Japan to Kenya. They held roundtable discussions on increasing areas of cooperation in: healthcare, manufacturing, ICT and the blue economy.",Receive
2/5/2020,The Foreign Minister of Ethiopia expressed Ethiopia’s commitment to closer collaboration with Kenya as part of the efforts to address challenges to peace and security in the Horn of Africa region and the rest of Africa.,Unrelated
2/5/2020,"@ForeignOfficeKE CS Amb Raychelle Omamo today held bilateral talks with Mr. Gedu Andargachew, Minister for Foreign Affairs of Ethiopia. The two Ministers appreciated the historical and warm relations between the two countries and exchanged views on strengthening cooperation.",Receive
2/3/2020,Chief Administrative Secretary @ForeignOfficeKE Hon @AbabuNamwamba held a meeting with H.E Frantisek Dlhopolcek ambassador of the Slovak Republic to Kenya and discussed progression on the implementation of issues conversed during the official visit to Slovakia in November 2019.,Unrelated
1/31/2020,"@ForeignOfficeKE PS @AmbMKamau held bilateral talks with Mr. Matti Antonnen, PS Ministry of Foreign Affairs of Finland and Ms Nina Vaskunlahti, the undersecretary External Economic Relations. They discussed deepening cooperation between the two countries.",Receive
1/30/2020,The MOU signed by CS Raychelle Omamo and Pakistan Foreign Affairs Minister Shah Mahmood Qureshi in respect of their Foreign Service Academies will further deepen cooperation in the training and improvement of professional skills of their diplomatic personnel in various areas.,Unrelated
1/30/2020,Foreign Affairs Cabinet Secretary Raychelle Omamo welcoming H.E President Uhuru Kenyatta on arrival at the #KICC to inaugurate the 1st Pakistan- Africa Trade Development Conference 2020. CS Omamo expressed gratitude to Pakistan for choosing Kenya as an investment hub for Africa.,Unrelated
1/30/2020,Foreign Affairs Cabinet Secretary Raychelle Omamo and Pakistan Foreign Affairs Minister Shah Mahmood Qureshi signed an MOU on Cooperation between the Foreign Service Academy of the Ministry of Foreign Affairs-Kenya and the Foreign Service Academy of Islamic Republic of Pakistan.,Unrelated
1/25/2020,"CS @ForeignOfficeKE Amb. Raychelle Omamo, unveiled a plaque for the chancery building of the #India Mission and also inaugurated a portrait of Mahatma Gandhi, created by @ClaversOdhiambo , celebrating 150th birth anniversary of Mahatma Gandhi. @Mahatma150",Unrelated
1/24/2020,"P.S @AmbMKamau met with  Amb. Dmitry Maksimychev, Ambassador of Russia to Kenya where they discussed ways of  further  deepening the bilateral and trade relations  between the two Countries and also cooperation in multilateral fora.",Unrelated
1/24/2020,"P.S @AmbMKamau held talks  with Mrs.Luisa Fragaso, the Head of Mission Embassy of Portugal in Nairobi.  Discussions centred on matters of mutual interest btw the two Countries including 2020 Ocean Conference  which will be co-hosted  by Kenya and Portugal.",Unrelated
1/24/2020,"@ForeignOfficeKE hosted a farewell luncheon for the outgoing Ambassador of Colombia to Kenya Ambassador Elizabeth Ines Taylor Jay whose tour of duty has come to an end. The @ForeignOfficeKE team was led by Political and Diplomatic Secretary Amb Tom Amolo @amolosango
@EnvoyUnsc",Unrelated
1/23/2020,"PS @ForeignOfficeKE, @AmbMKamau held talks with Millennium Challenge Corporation Chief Executive Officer, Mr Sean Cairncross, @MCC_CEO to discussed programs aimed at increasing partnership on economic growth, private investment and good governance. Sean will also visit Mozambique",Unrelated
1/22/2020,"Ambassador Tom Amolo, Political and Diplomatic Secretary @ForeignOfficeKE and the Special Envoy for Kenya's #UNSC2021 campaign received in his office the Hungary Ambassador to Kenya Laszlo Mathe who paid a courtesy visit.@amolosango",Unrelated
1/22/2020,"PS @ForeignOfficeKE @AmbMKamau held a meeting with H.E Dmitry Kuptel, the Ambassador of the Republic of Belarus to Kenya. They agreed to increase levels of engagements between the two countries with a view to unlock untapped potential.",Unrelated
1/22/2020,"PS @ForeignOfficeKE @AmbMKamau met Amb. Mohammed A. Khayat, Ambassador of the Kingdom of Saudi Arabia for talks on strengthening of bilateral relations between the two countries including exchange of high level visits and inaugural session of the Kenya Saudi-Arabia JCC",Unrelated
1/21/2020,"@AmbMKamau, PS Foreign Affairs, held talks with a delegation from the Embassy of @SwedeninKenya led by Amb Anna Jardfelt. The focus was on strengthening UNEP’s role in global environmental management ahead of commemoration of UNEP’s 50th anniversary.. 1/2",Receive
1/15/2020,"PS @AmbMKamau also met with Hideo Suzuki, Assistant Minister and Director General for International Cooperation, Ministry of Foreign Affairs Japan. The PS took time to explain Kenya's 10 Points Agenda for the #UNSC2021.",Receive
1/15/2020,"PS @ForeignOfficeKE held talks with Amb. Tsukada Tamaki, Director General for Global Issues, Foreign Affairs, Japan. They discussed bilateral issues, Kenya’s Candidature to #UNSC and the implementation of SDGs Action Plan. The PS was impressed to see SDGs translation in Japanese",Receive
1/14/2020,Foreign Affairs CAS Hon @AbabuNamwamba held talks and presented a gift to outgoing Ambassador of the Republic of Sudan H.E Gariballa Khidir Ali Eldaw who paid a courtesy call at his office at the Ministry of Foreign Affairs.,Unrelated
1/14/2020,"PS Foreign Affairs @AmbMKamau  held talks with Hon. Shinichi Nakatani, Parliamentary Vice Minister for Foreign Affairs at the Ministry of Foreign Affairs of Japan, Tokyo.",Away
1/14/2020,"Foreign Affairs PS, Amb. Macharia Kamau is in Tokyo, Japan at the invitation of the Japanese Government to attend the Strategic Exchanges on Practical Level(STEP) programme 13th-16th January 2020. He was received on arrival by S.K.Maina, Kenyan Amb to Japan.",Away
1/9/2020,The Ministry of Foreign Affairs this afternoon hosted a farewell luncheon in honour of the outgoing Sudan Ambassador to Kenya Amb. Gaiballa Khidir Ali Eldaw,Unrelated
12/20/2019,"PS @AmbMKamau paid a courtesy call to H.E Sam K. Kutesa, Uganda Foreign Minister and his Permanent Secretary Amb. Patrick Mugoya. @AmbMKamau was accompanied by Mr. Micah Powon Principal Secretary Asal,  Amb. John Tipis and Amb. Kennedy Mokaya.",Unrelated
12/19/2019,Foreign Affairs P.S @AmbMKamau bid farewell to outgoing  High Commissioner of Sri Lanka to Kenya H.E. Sunil De Silva after the end of his tour of duty. He thanked him for his efforts in further deepening the relations between  the two Countries.,Unrelated
12/10/2019,Foreign Affairs PDS @amolosango  held talks with Indonesian Ambassador to Kenya H.E  Soehardjono Sastromihardjo they discussed on the follow up action after the successful Bali Democracy Forum which Kenya participated in.,Unrelated
12/10/2019,H.E Moyo thanked the Kenya Government for help extended  to the Zimbabweans  through food and medical suppliers to victims of cyclone Idai,Unrelated
12/10/2019,"Foreign Affairs CAS @AbabuNamwamba  held talks @ForeignOfficeKE  with  Zimbabwe Acting  Foreign Minister H.E July Moyo, they discussed on ways of further strengthening the bilateral relations between the two countries including revitalizing of the Joint Commission for Cooperation",Unrelated
12/7/2019,"CAS @AbabuNamwamba wrapped his official visit to Angola with a visit to the Kenya Embassy in Luanda, hosted by Amb J. Maikara; he urged the staff to continue strengthening the strong trajectory of Kenya-Angola bilateral diplomatic ties and step up Kenya's UN Security Council bid.",Away
12/4/2019,"CAS Hon @AbabuNamwamba is in
Luanda, Angola to attend the African Union Ministerial Peace and Security Council Meeting.  Hon Ababu was  received at Quatro de Fevereiro International Airport by Kenyan Ambassador to Angola  H.E Josphat Maikara.",Away
12/3/2019,"On arrival to India the PS @AmbMKamau was received by Mr. Ramavta Goenka, Honorary Consul of Kenya to India based in Mumbai.",Away
12/3/2019,"New Delhi Secretary for External Affairs Amb Shri T.S Tirumurti later hosted a luncheon in honour of the PS @AmbMKamau visit, celebrating the great friendship between Kenya and India.",Unrelated
12/3/2019,"PS @AmbMKamau met his counterpart, Amb. Shri T. S. Tirumurti, Secretary, Min.of External Affairs- India, at the Ministry's HQs in New Delhi. Discussion centered on deepening bilateral ties, various ongoing projects and exploring new opportunities for mutual benefit @IndiainKenya",Away
12/3/2019,"PS @AmbMKamau held a briefing meeting with @ForeignOfficeKE  team in India led by Willy Bett, Kenyan High Commissioner to New Delhi on issues of mutual interest between Kenya and India.  @AmbMKamau later held bilateral meeting with his Counterpart in New Delhi.",Away
11/28/2019,PS @AmbMKamau held bilateral discussions with the Ambassador of Greece H.E Mr Dimitrios Zavoritis on issues of mutual interests.,Unrelated
11/28/2019,"Foreign Affairs CAS @AbabuNamwamba  is in Addis Ababa Ethiopia for the 47th Session of the IGAD Council of Ministers meeting, to adopt a new Treaty for IGAD and review institutional structures to make it more responsive to regional challenges.",Unrelated
11/26/2019,"PS, @AmbMKamau held talks with South Sudan Undersecretary Amb. Mayen Dut Wol on issues of cooperation in diplomatic training and strengthening of bilateral relations between Kenya and South Sudan.",Unrelated
11/21/2019,"PS @AmbMKamau  together with Amb. Joshua Mugodo, met with Bernard Quintin, Chef de Cabinet of the Vice Minister for Foreign Affairs, Belgium and the Deputy DG for Multilateral Affairs, Werner Bauwens.",Away
11/20/2019,"PS @AmbMKamau paid a courtesy call to Amb. Jurg Lauber, PR of Switzerland to the UN. Discussions focused on matters security in the Eastern Africa region, including counter~terrorism, the role of Kenya as an interlocutor and peace broker of the region and #Kenya4UNSC bid.",Unrelated
11/15/2019,@ForeignOfficeKE Principal Secretary @AmbMKamau met with Chinese Ambassador H.E Ambassador Wu Peng and discussed preparations for the SGR freight services launch on 17th of December 2019. A delegation from China is expected.,Unrelated
11/15/2019,"Kenyas Ambassador to Italy Amb Jackline Yonga yesterday had the honour to present her letters of credence to H.E Sergio Mattarella, the President of the Republic of Italy. @Diplomacy_Kenya @AbabuNamwamba @AmbMKamau @amolosango",Unrelated
11/15/2019,"Japan deputy Amb to Kenya, Mr Ryoichi Horie held talks with the Principal Secretary @AmbMKamau and delivered an invitation for the PS to attend a VIPs program in Japan called Strategic Exchanges on Practical Level (STEP). He congratulated #Kenya for successfully hosting #ICPD25",Unrelated
11/14/2019,"@ForeignOfficeKE PS @AmbMKamau and Environment Cabinet Secretary KeriakoTobiko met with Vice President and Foreign Affairs Minister of Costa Rica, H.E. Epsy Campbell Barr at the margins of the #ICPD25 #NairobiSummit that came to a close today.",Unrelated
11/12/2019,"CS Treasury @BaloziYatani, CS @AMB_A_Mohammed pose for a photo with her Royal Highness Princess Mary of Denmark, Princess Sinaitakala of Tonga, Denmark's Development Minister Rasmus Prehn and Amb Ben Ogutu after a dinner in honor of the #ICPD25 #NairobiSummit delegation.@UNFPA",Unrelated
11/12/2019,@ForeignOfficeKE PS @AmbMKamau addressing the media together with Minister for Development Cooperation of Denmark Rasmus Prehn and #UNFPA Executive Director Natalia Karen on the importance of reaffirming and reenergizing the commitments made in Cairo on Reproductive health care.,Unrelated
11/7/2019,"P.S  @AmbMKamau met Amb. Alie Kabba, PR of Sierra Leone to the UN and Chair of the G7+.Topics of discussion included the importance of a consolidated African position on the nexus of security and sustainable development, especially for fragile states.#supportAfricavoteKenya",Unrelated
11/7/2019,"P.S @AmbMKamau  called on H.E. Amb. Sima Sama I. Bahous, PR of Jordan to the UN. Discussions centred on Kenya's bid for the UNSC,bilateral issues and matters of mutual interest. He informed of Kenya's 10 Point UNSC Campaign Agenda. #Kenya4UNSC",Unrelated
11/7/2019,"P.S @AmbMKamau  met  H.E. Mr. Munir Akram, PR of Pakistan to the UN, on the sidelines of the UNSC Kenya launch. Discussions centred on regional stability and countering violent extremism.#Kenya4UNSC ,#SupportAfricavoteKenya",Unrelated
11/6/2019,"#Kenya4UNSC campaigns are in full throttle! PS @AmbMKamau &amp; Kenya PR Addis called on H.E Mrs. Darja Bavdaz, PR/Slovenia to NY. Key in the discussions was Strengthening the synergies between UNSC &amp; AU Peace &amp; Security Council to augment efforts towards sustainable peace &amp; security",Unrelated
11/6/2019,"P.S @AmbMKamau, PR @KenyaMissionUN  and PR Addis, called on H.E. Amb. Dian Triansyah Djani- PR Indonesia Discussions centred on respecting regional architectures and the upholding of principles of multilateralism. #Kenya4UNSC",Unrelated
11/5/2019,"PS @AmbMKamau met with Amb. Patrick Saint Hilaire, Charge d'Affairs, Haiti Mission to the United Nations
In New York at the sidelines of the #Kenya4UNSC campaigns in  New York, USA.#DependablePartnerKE",Unrelated
11/5/2019,"His Excellency Chol Ajongo Mawut, Ambassador of South Sudan to Kenya paid a courtesy call to Chief Administrative Secretary, Hon. @AbabuNamwamba @ForeignOfficeKE where they deliberated on the Transitional Peace Agreement.",Unrelated
11/5/2019,"Chief Administrative Secretary @ForeignOfficeKE Hon @AbabuNamwamba met with Mr. Vebjorn Heines, the Norwegian Special Envoy to Somalia and discussed with him developments in Somalia, the Horn of Africa and Kenya/Norway bilateral relations.",Receive
11/5/2019,"PS @AmbMKamau, together with Special Envoy for UNSC @amolosango, PR Kenya Mission to Addis, and PR New York paid a courtesy call to India's PR in New York to brief him on #Kenya4UNSC and seek their support. India is also vying for candidature 2021/22 for their region.",Unrelated
11/5/2019,"Kenya candidature for #UNSC gains traction globally ahead of the launch on the 7th November in New York. Senegal PR in NY met with PS @AmbMKamau, Special Envoy @amolosango, Amb. Catherine, and PR NY Amb.Amayo.They discussed candidature and bilateral issues.",Unrelated
10/30/2019,PS @AmbMKamau today inaugurated a Spanish Language training programme for officers in the Ministry at the Foreign Service Academy offices at KICC. The two months course is sponsored by the Colombian Government in partnership with government of Kenya. 25 officers will be trained.,Unrelated
10/23/2019,"Algeria has reaffirmed support for Kenya's AU endorsed candidature for non-permanent seat on UN Security Council 2021/22, during a bilateral meeting between Hon @AbabuNamwamba and Amb. Lazhar Soualem, DG of the Algeria Foreign Ministry on the sidelines of the NAM Summit in Baku.",Unrelated
10/18/2019,"Foreign Affairs P.S @AmbMKamau held bilateral talks with Israel Ambassador to Kenya H.E Joseph Oded. The focus of their discussion was on ways to further enhance cooperation in trade, agriculture and ICT sectors.
@IsraelinKenya",Unrelated
10/17/2019,"Foreign Affairs P.S @AmbMKamau   held bilateral talks with the Chinese Ambassador to Kenya Wu Peng. They discussed matters of mutual interest including cooperation in infrastructure  development, increasing Foreign Direct Investment from China and cooperation in multilateral fora",Unrelated
10/17/2019,"Pakistan High Commisioner H.E Saqlain Syedah paid a courtesy call on P.S @AmbMKamau. They discussed issues of interest among them, Bilateral air services agreement, Big 4 Agenda, Upcoming Nairobi #ICPD25 Summit, Pakistan-Africa Partnership and the situation in Kashmir.",Unrelated
10/16/2019,"Speaker of the Senate, Hon Ken Lusaka presented the #Kenya4UNSC 2021/22 bid document to the Swedish delegation during a bilateral meeting on the margins of the 141st IPU Assembly in Belgrade Serbia. #SupportAfricaVoteKenya #dependablepartner on Peace and Security @amolosango",Unrelated
10/15/2019,Special Envoy on Kenya's bid for #UNSC Amb Tom Amolo held a courtesy call meeting with the ICRC Head of Regional Delegation Olivier Dubois and the Head of Somalia Delegation (ICRC) Jurg Eglin. They discussed wide-ranging issues on humanitarian activities in the region.,Unrelated
10/15/2019,"Algeria has pledged to support Kenya in its bid for the United Nations Security Council’s #UNSC non-permanent seat for the 2021-2022 term. Outgoing Algerian Ambassador to Kenya, Salah Elhamdi gave the assurance at State House when he paid a farewell call on President Kenyatta.",Unrelated
10/14/2019,"PS @AmbMKamau and his counterpart PS Saitoti Torome received Amb Ib Petersen, Denmark special envoy for #ICPD25 and Pio Smith, Chief of Staff/UNFPA at KICC where they held a briefing on the level of preparedness ahead of the upcoming ICPD25 Conference in Nairobi on 12-14 Nov 2019",Receive
10/9/2019,"The Amb of Ukraine, H.E Audrii Pravednyk paid a courtesy call on the PS @AmbMKamau to discuss issues of mutual interest.",Away
10/9/2019,"PS @AmbMKamau together with PS  Betty Maina, met Ms Gunvor G. Ericson State Secretary of Environment and Climate in Sweden. They discussed possibility of a partnership as the world gets ready to celebrate Stockholm +50 which also commemorates establishment of @UNEP &amp; #Kenya4UNSC",Away
10/4/2019,Kenya Special Envoy to S.Sudan H.E Kalonzo Musyoka addressed the 50th anniversary of Mahatma Gandhi and 13th International day of non violence at the University of Nairobi titled Mahatma Gandhi and world today. He underscored importance of peace and sustainable development.,Unrelated
10/4/2019,"@amolosango The PDS, who is the special envoy for the Kenya's Campaign for the #UNSC also briefed the Vice- minister of Chile on the Kenya's candidature for the non-Permanent seat @UNSC for the year 2021-22. #SupportAfricaVoteKenya #dependablepartner on Peace and Security.",Unrelated
10/4/2019,"PDS Amb Tom Amolo held political consultations with Ms Carolina Valdivia, Vice Minister for Foreign Affairs of Chile and later signed two MOUs: Between Diplomatic Academy of Chile and Foreign Service Academy of Kenya and on establishment of Joint Committee on Trade and Investment",Receive
9/27/2019,"The Oceans 2020 Advisory Committee, co-chaired by PS @AmbMKamau and PR of Portugal Francisco Lopes met at the margins  of @UNGA74 to discuss level of preparations; and the private sector, youth and SIDs engagement as part of the Oceans 2020 Lisbon Conference, co-hosted with Kenya",Unrelated
9/27/2019,"PS @AmbMKamau, PS Mucheni Ntiba, Peter Thomson Special envoy for the Ocean and  Francisco Lopes, Portugal PR to UN held a working breakfast with Oceano Azul Foundation to discuss  collaboration in the preparation for the Lisbon 2020 Ocean conference to be co hosted with Kenya.",Unrelated
9/26/2019,"Amb Tom Amolo held a meeting with Director for the United States Agency for International Development (USAID) Kenya and East Africa Mission,Mr.Mark Meassick. He present to the ministry USAID's Fiscal Year (FY) 2020 Journey to Self-Reliance Country Road Map for Kenya @amolosango",Unrelated
9/24/2019,"Political and Diplomatic Secretary Amb Tomo Amolo held bilateral talks with Alle Dorhout, Director Africa, Ministry of Foreign Affairs of the Kingdom of the Netherlands. He was accompanied by H.E Frank Makken, Netherlands Ambassador to Kenya @amolosango @NLinKenya",Receive
9/20/2019,"The PS @AmbMKamau, Kenya PR to United Nations Amb Lazarus Amayo together with IB Petersen, PR of Denmark to UN convened a joint briefing of the Diplomatic Corps in New York on the upcoming  #ICPD25 #NairobiSummit to be held in November.",Unrelated
9/20/2019,"Congratulations CHILE as you celebrate your National day; From Left to Right:
Ambassador of Colombia; Spouse to  India High Commissioner; Tom Amolo- Kenya Special Envoy for the UNSC  campaign; Jordanian Ambassador;Costa Rican Ambassador and the Spouse of Colombian Ambassador.",Unrelated
9/19/2019,"PS Foreign Affairs Amb Macharia Kamau, PS Saitoti Torome, H.E Mette Knudsen- Denmark Ambassador and UNFPA rep, briefing the diplomatic corps on the upcoming Population and Development Nairobi Summit  #ICPD25 @UNFPAKen @NCPD_Kenya @KeTreasury @AmbMKamau",Unrelated
9/19/2019,The Under-Secretary in the Ministry of Foreign Affairs of the Republic of Poland Mr. Marcin Przydacz paid a courtesy call on PS Foreign Affairs Amb Macharia Kamau. They discussed Kenya-Polish bilateral and multilateral affairs. @AmbMKamau,Receive
9/16/2019,"Ethiopia Foreign Minister H.E Gedu Andargachew congratulated Kenya for the endorsement and the launch and promised to support Kenya all the way to the election at the #UNSC to ensure Africa interest are safeguarded. #Kenya4UNSC Support Africa, Vote Kenya",Unrelated
9/16/2019,"Kenya’s the Africa candidate for a non-permanent seat at #UNSC 2021-22 has officially kicks off campaigns in Addis Ababa, Ethiopia. The 1st to receive campaign material was Ethiopia Foreign Minister H.E Gedu Andargachew #Kenya4UNSC
Support Africa, Vote Kenya",Unrelated
9/16/2019,"Kenya, the African candidate for the #UNSC2021 will officially launch  campaign for the seat this evening in Addis Ababa, Ethiopia. Support Africa,Vote Kenya #Kenya4UNSC",Unrelated
9/11/2019,"Foreign Affairs PS @AmbMKamau held talks with Hon. Fletcher Tabuteau, MP, Parliamentary Under Secretary for Foreign Affairs New Zealand.  They discussed bilateral issues of mutual interest between the two countries.",Receive
8/30/2019,The Kenya Business forum was organized around the need to maximize Kenya's gains from @ticad7 pitching for FDI and to discuss potential partnerships with Japanese companies and other International investors.,Unrelated
8/30/2019,"Over 300 investors attend Kenya Business forum at the margins of @ticad7 in Yokohama, Japan. The investors were taken through investment opportunities in Kenya specifically within the President's Big four agenda.",Unrelated
8/29/2019,"Kenya joined other countries and companies to showcase products and investments opportunities available at the ongoing @ticad7 in Yokohama, Japan. CS @ForeignOfficeKE Monica Juma visiting the Kenya stand and was impressed with the work done.",Unrelated
8/29/2019,"The Diaspora forum @ticad7 shared perspectives on how to catalyze Africans in Japan skills,knowledge and innovations contributions towards Africa's sustainable development in what they termed intellectual remittances.",Unrelated
8/29/2019,"@ForeignOfficeKE CS Amb Monica Juma and CS Education Prof. George Magoha following a panel discussions at the Diaspora forum on Leveraging Diaspora knowledge, skills and innovation exchange and sharing to strengthen Africa-Japan Development Partnership at the margins of @ticad7",Unrelated
8/29/2019,"Panel discussion on momentum and integration of Blue Economy happening on the margins of the @TICAD7 in Yokohama, Japan.",Unrelated
8/29/2019,"Kenya co-hosted with Japan and United Nations Development Programme (UNDP) Sustainable Blue Economy on the margins of the 7th Tokyo International Conference on African Development (TICAD7), attended by H.E Danny Faure President of Seychelles and CS James Macharia.
@UNDP",Unrelated
8/28/2019,Foreign Affairs P.S @AmbMKamau  this afternoon  at his Office bid farewell to outgoing Burundi Ambassador to Kenya H.E Remy Barampama. He hailed him for enhancing strong bilateral relations between the two countries and wished him success in his new assignment.,Unrelated
8/28/2019,In his remarks Political and Diplomatic Secretary @amolosango  thanked the Ambassador for his invaluable contribution to further strengthen the bilateral relations  between Kenya and Burundi during his tour of  duty.,Unrelated
8/28/2019,The Ministry of Foreign Affairs this afternoon hosted a farewell luncheon in honour of the outgoing Burundi Ambassador  Kenya H.E  Remy Barampama.,Unrelated
8/28/2019,"Kenya stand showcase some of its products (tea, coffee, cut flowers) and investment opportunities at the ongoing Japan Africa Exhibition #TICAD7",Unrelated
8/27/2019,"The PS and the Dep. High Comm.also discussed preparations ahead of the UN General Assembly High Level Meeting to be held from 23rd to 27th Sept. in New York,and also discussed the peace process in South Sudan.",Unrelated
8/21/2019,"Kenya team in Addis was led by the Special Envoy PDS Amb Tom Amolo, Kenya representative to Ethiopia and AU -Amb Catherine Mwangi and Kenya Permanent Representative to  UN Amb Lazarus Amayo and backed by technical officials from @ForeignOfficeKE @Diplomacy_Kenya @AmbMKamau",Unrelated
8/16/2019,Chief Administrative Secretary @ForeignOfficeKE Hon @AbabuNamwamba held a meeting with the South Sudan Civil Society Forum representatives who briefed him on the status of the Implementation of the revitalized peace agreement signed in 2018.,Unrelated
8/13/2019,Amb Tom Amolo led the EAC Envoys in observing a minute of silence to condole with our neighbors Tanzania following the tragic oil tanker accident that left over 60 people dead @amolosango,Unrelated
8/8/2019,"Political and Diplomatic Secretary Amb. Tom Amolo received and held consultative meeting with Amb. Soehardjono Sastromihardjo, Ambassador of the Republic of Indonesia to Kenya. They discussed bilateral issues between Kenya and Indonesia.@amolosango",Unrelated
8/6/2019,"Foreign Affairs PS @AmbMKamau held a meeting with US Under-Secretary for Political Affairs Amb. David Hale, accompanied by H.E @USAmbKenya. The two exchanged views on issues at bilateral, regional and international level. Amb Hale is on a regional visit to Kenya,Somalia and Sudan",Receive
8/1/2019,"PS @AmbMKamau called on Prof. Kabudi Pamalagamba, Minister for Foreign Affairs, Tanzania and delivered a special messsage to him. The two discussed commitments to deepening bilateral engagements of the two countries based on their longstanding friendship and mutual cooperation.",Away
8/1/2019,"PS @AmbMKamau while in Dar es Salaam for the official launch of Julius Nyerere terminal 3, had an opportunity to visit and interact with the Kenya Mission staff in Dar es Salaam and lauded them for efforts in their role of deepening bilateral ties with Tanzania",Away
8/1/2019,"PS @AmbMKamau  shares a light moment with his Tanzanian counterpart Faraji Mnyepe, shortly before the official opening of Julius Nyerere terminal 3. Looking on is Amb. Dan Kazungu, Kenya's Ambassador to Tanzania.",Away
8/1/2019,"PS Foreign Affairs @AmbMKamau sharing a moment with Dr. Amb. Augustine Mahiga, Minister for Constitutional Affairs and former Minister for Foreign Affairs, Tanzania, at the official opening of Terminal 3 of the Julius Nyerere International Airport",Away
