Text,Category
The signing ceremony of DRC accession treaty was witnessed by H.E Yoweri Museveni President of Uganda and H.E Paul Kagame of Rwanda. The Heads of State and Government thereafter unveiled the new map of the East African Community.,UNRELATED
"Tanzania to patent its coffee for protection, higher quality ",UNRELATED
"Kenya woos Japanese investors

Kenya has urged Japanese investors to take advantage of opportunities in the...",UNRELATED
"""The regional market is ripe, there is no reason whatsoever why DRC should get meat from Brazil when there is enough here"" @Karanjakibicho",UNRELATED
CS @AMB_A_Mohammed: Relations between Mali &amp; Kenya are warm &amp; cordial.,UNRELATED
"Somalia reopens Embassy in Nairobi. Full story on link below.
",UNRELATED
We were honoured with a visit to the Jose`  Marti` a Cuban hero and patriot memorial park.,UNRELATED
CS @AMB_A_Mohammed: Kenya &amp; Israel have agreed to extend the small-holder irrigation program in Kenya,UNRELATED
CS @AMB_A_Mohammed: The PICI is chaired by South African President Jacob Zuma,UNRELATED
"CS Raychelle Omamo, Thursday bid farewell to H.E.@ajardfelt, Outgoing Ambassador of Sweden to Kenya in a virtual ceremony. The CS thanked the ambassador for the bilateral gains made during her five-year tenure in Kenya which include trade, health, transport, women Empowerment.",UNRELATED
Capt. Langat was released following high-level negotiations spearheaded by CS @amb_A_Mohammed with Govt of South Sudan. 2/4,UNRELATED
"H.E.@UKenyatta: We continue our mission in Somalia. If we fight the enemy in Somalia, we won’t have to fight them here at home #SONAKE2017",UNRELATED
"CS Amb Raychelle Omamo today held bilateral talks with H.E. Sabri Boukadoum, Minister of Foreign Affairs of Algeria who is on a two day visit to Kenya. They discussed how to strengthen ties, committed to a Joint Commission for Cooperation (JCC) and finalize on MOUs signed.",RECEIVE
"CS @Amb_Amina4AUC: Accompanied by my colleague CS Hon Najib Balala, we arrived in Luanda, Angola; We were received by Amb.Josphat Maikara",AWAY
CS @AMB_A_Mohammed: Thanked Egypt for donating a Dialysis Unit &amp; Liver Binoculars to the Kenyatta National Hospital,UNRELATED
"Ms. Donna Celestial, Philippines' Deputy PR to UNEP &amp; HABITAT, signs condolence book @ForeignOfficeKE. #GarissaAttack",UNRELATED
CS @AMB_A_Mohammed: We discussed and agreed to continue working together on issues of common interests between Kenya and Ethiopia.,UNRELATED
Message of Condolence and Solidarity to the Federal Government of Somalia.,UNRELATED
Heads of States from IGAD are still holding consultations with South Sudan leaders on IGAD-plus Compromise Agreement on peace for S.Sudan,UNRELATED
CS #MonicaJuma held bilateral talks with Pakistani Foreign Secretary Tehmina Janjua at Pakistan Foreign Affairs offices. They discussed ways of enhancing bilateral relations between the two countries and urgently review and refocus  JMC which last met in 2004.,AWAY
"Yesterday evening, CAS Ababu Namwamba received a Memorandum from South Sudanese Youth Leaders adopted in Kigali last week titled 'Youth Position on Outstanding Issues Regarding the High-Level Revitalization Forum on South Sudan.' The delegation was led by Dr Koiti Emmily.",UNRELATED
CS @AMB_A_Mohammed: The Session reviewed the situation in Somalia &amp; South Sudan &amp; deliberated on the way forward,UNRELATED
"Japanese Government Finance Director, Koji Yonetani, Calls on PS Kibicho ",UNRELATED
Kenya expressed support of Uganda's bid to host AGOA summit in 2017 and inclusion to the bureau.,UNRELATED
