Date,Text,Label,Country
2/29/2020,"CAS @AbabuNamwamba led the Kenyan delegation at EU-IGAD Ministerial meeting in Khartoum today that focused on Peace &amp; Security, Climate Change, Locusts, Migration, Red Sea, Political Stability, Regional Coordination, South Sudan, Somalia &amp; Sudan. Meeting endorsed IGAD Reform Plan",Away,
2/26/2020,"CS Amb. Raychelle Omamo received Hon. Kojo Oppong Nkrumah, Minister for information of Ghana who paid her a courtesy call @ForeignOfficeKE.",Receive,
2/21/2020,"CAS @AbabuNamwamba met with Mr. Vuk Radojevit, Sec for Agriculture, Water Mngt &amp; Forestry of Serbia's Autonomous Province of Vojvodina in Novi Sad. They discussed cooperation in Agriculture, agri- digitisation &amp; mechanisation, food production, irrigation &amp; scientific research",Away,
2/21/2020,"CAS @AbabuNamwamba held talks in Belgrade with H.E Ivica Dacic, 1st Deputy Prime Minister &amp; Min. for Foreign Affairs of Serbia. They discussed Serbia's support for Kenya's UNSC bid and cooperation in Big4 Agenda, trade, Education, Agriculture, Culture, Sports, Tourism &amp; Security.",Away,
2/20/2020,"CAS @AbabuNamwamba today met Ivana Dedic, Serbian Asst Minister for Contemporary Arts &amp; Creative Industry, Ministry of Culture &amp; Media. They discussed Cultural Cooperation thro' twining national museums &amp; archives, theatres, libraries, festivals &amp; artists of Kenya and Serbia",Away,
2/19/2020,"CAS @AbabuNamwamba today in Belgrade, Serbia paid respect to the memory of iconic Yugoslav leader Josip Broz Tito at the National Museum's House of Flowers where he and his wife lie in state. Tito was close to Jomo Kenyatta and championed Africa's liberation struggle.",Away,
2/19/2020,"CAS @AbabuNamwamba adorned his Serbian Counterpart H.E Nemanja Stevanovic, State Secretary for @SRBDiplomacy with #Kenya4UNSC 2021-2022 campaign badge at their bilateral meeting in Belgrade today, signifying Serbian support for Kenya's bid. @EnvoyUnsc",Away,
2/18/2020,"@AbabuNamwamba was received at Belgrade Nikola Tesla Airport by Mr. Miloš Perišić, Director for Africa at the Serbian Ministry of Foreign Affairs.",Away,
2/18/2020,"CAS @AbabuNamwamba arrived in Belgrade Serbia for a 5 day official visit at invitation of his Serbian counterpart Nemanja Stevanović, State Secretary for MFA. Hon Ababu will hold talks with Serbian First Vice President &amp; Foreign Minister H.E Ivica Dačić among other engagements",Away,
2/7/2020,"Amb.Raychelle Omamo CS @ForeignOfficeKE earlier today in #AddisAbaba received Mr. Atanu Chakraborty Secretary for Economic Affairs of India. At the talks, Chakraborty delivered a request for Kenya to support the convening of the India-Africa Summit proposed for later this year.",Receive,
2/5/2020,"PS @ForeignOfficeKE, @AmbMKamau hosted Hon. Matumoto, Japan State Minister for Economy and Trade, accompanied by H.E Ryoichi Horie, Amb for Japan to Kenya. They held roundtable discussions on increasing areas of cooperation in: healthcare, manufacturing, ICT and the blue economy.",Receive,
2/5/2020,"@ForeignOfficeKE CS Amb Raychelle Omamo today held bilateral talks with Mr. Gedu Andargachew, Minister for Foreign Affairs of Ethiopia. The two Ministers appreciated the historical and warm relations between the two countries and exchanged views on strengthening cooperation.",Receive,
1/31/2020,"@ForeignOfficeKE PS @AmbMKamau held bilateral talks with Mr. Matti Antonnen, PS Ministry of Foreign Affairs of Finland and Ms Nina Vaskunlahti, the undersecretary External Economic Relations. They discussed deepening cooperation between the two countries.",Receive,
1/21/2020,"@AmbMKamau, PS Foreign Affairs, held talks with a delegation from the Embassy of @SwedeninKenya led by Amb Anna Jardfelt. The focus was on strengthening UNEP’s role in global environmental management ahead of commemoration of UNEP’s 50th anniversary.. 1/2",Receive,
1/15/2020,"PS @AmbMKamau also met with Hideo Suzuki, Assistant Minister and Director General for International Cooperation, Ministry of Foreign Affairs Japan. The PS took time to explain Kenya's 10 Points Agenda for the #UNSC2021.",Receive,
1/15/2020,"PS @ForeignOfficeKE held talks with Amb. Tsukada Tamaki, Director General for Global Issues, Foreign Affairs, Japan. They discussed bilateral issues, Kenya’s Candidature to #UNSC and the implementation of SDGs Action Plan. The PS was impressed to see SDGs translation in Japanese",Receive,
1/14/2020,"PS Foreign Affairs @AmbMKamau  held talks with Hon. Shinichi Nakatani, Parliamentary Vice Minister for Foreign Affairs at the Ministry of Foreign Affairs of Japan, Tokyo.",Away,
1/14/2020,"Foreign Affairs PS, Amb. Macharia Kamau is in Tokyo, Japan at the invitation of the Japanese Government to attend the Strategic Exchanges on Practical Level(STEP) programme 13th-16th January 2020. He was received on arrival by S.K.Maina, Kenyan Amb to Japan.",Away,
12/7/2019,"CAS @AbabuNamwamba wrapped his official visit to Angola with a visit to the Kenya Embassy in Luanda, hosted by Amb J. Maikara; he urged the staff to continue strengthening the strong trajectory of Kenya-Angola bilateral diplomatic ties and step up Kenya's UN Security Council bid.",Away,
12/4/2019,"CAS Hon @AbabuNamwamba is in
Luanda, Angola to attend the African Union Ministerial Peace and Security Council Meeting.  Hon Ababu was  received at Quatro de Fevereiro International Airport by Kenyan Ambassador to Angola  H.E Josphat Maikara.",Away,
12/3/2019,"On arrival to India the PS @AmbMKamau was received by Mr. Ramavta Goenka, Honorary Consul of Kenya to India based in Mumbai.",Away,
12/3/2019,"PS @AmbMKamau met his counterpart, Amb. Shri T. S. Tirumurti, Secretary, Min.of External Affairs- India, at the Ministry's HQs in New Delhi. Discussion centered on deepening bilateral ties, various ongoing projects and exploring new opportunities for mutual benefit @IndiainKenya",Away,
12/3/2019,"PS @AmbMKamau held a briefing meeting with @ForeignOfficeKE  team in India led by Willy Bett, Kenyan High Commissioner to New Delhi on issues of mutual interest between Kenya and India.  @AmbMKamau later held bilateral meeting with his Counterpart in New Delhi.",Away,
11/21/2019,"PS @AmbMKamau  together with Amb. Joshua Mugodo, met with Bernard Quintin, Chef de Cabinet of the Vice Minister for Foreign Affairs, Belgium and the Deputy DG for Multilateral Affairs, Werner Bauwens.",Away,
11/5/2019,"Chief Administrative Secretary @ForeignOfficeKE Hon @AbabuNamwamba met with Mr. Vebjorn Heines, the Norwegian Special Envoy to Somalia and discussed with him developments in Somalia, the Horn of Africa and Kenya/Norway bilateral relations.",Receive,
10/14/2019,"PS @AmbMKamau and his counterpart PS Saitoti Torome received Amb Ib Petersen, Denmark special envoy for #ICPD25 and Pio Smith, Chief of Staff/UNFPA at KICC where they held a briefing on the level of preparedness ahead of the upcoming ICPD25 Conference in Nairobi on 12-14 Nov 2019",Receive,
10/9/2019,"The Amb of Ukraine, H.E Audrii Pravednyk paid a courtesy call on the PS @AmbMKamau to discuss issues of mutual interest.",Away,
10/9/2019,"PS @AmbMKamau together with PS  Betty Maina, met Ms Gunvor G. Ericson State Secretary of Environment and Climate in Sweden. They discussed possibility of a partnership as the world gets ready to celebrate Stockholm +50 which also commemorates establishment of @UNEP &amp; #Kenya4UNSC",Away,
10/4/2019,"PDS Amb Tom Amolo held political consultations with Ms Carolina Valdivia, Vice Minister for Foreign Affairs of Chile and later signed two MOUs: Between Diplomatic Academy of Chile and Foreign Service Academy of Kenya and on establishment of Joint Committee on Trade and Investment",Receive,
9/24/2019,"Political and Diplomatic Secretary Amb Tomo Amolo held bilateral talks with Alle Dorhout, Director Africa, Ministry of Foreign Affairs of the Kingdom of the Netherlands. He was accompanied by H.E Frank Makken, Netherlands Ambassador to Kenya @amolosango @NLinKenya",Receive,
9/19/2019,The Under-Secretary in the Ministry of Foreign Affairs of the Republic of Poland Mr. Marcin Przydacz paid a courtesy call on PS Foreign Affairs Amb Macharia Kamau. They discussed Kenya-Polish bilateral and multilateral affairs. @AmbMKamau,Receive,
9/11/2019,"Foreign Affairs PS @AmbMKamau held talks with Hon. Fletcher Tabuteau, MP, Parliamentary Under Secretary for Foreign Affairs New Zealand.  They discussed bilateral issues of mutual interest between the two countries.",Receive,
8/6/2019,"Foreign Affairs PS @AmbMKamau held a meeting with US Under-Secretary for Political Affairs Amb. David Hale, accompanied by H.E @USAmbKenya. The two exchanged views on issues at bilateral, regional and international level. Amb Hale is on a regional visit to Kenya,Somalia and Sudan",Receive,
8/1/2019,"PS @AmbMKamau called on Prof. Kabudi Pamalagamba, Minister for Foreign Affairs, Tanzania and delivered a special messsage to him. The two discussed commitments to deepening bilateral engagements of the two countries based on their longstanding friendship and mutual cooperation.",Away,
8/1/2019,"PS @AmbMKamau while in Dar es Salaam for the official launch of Julius Nyerere terminal 3, had an opportunity to visit and interact with the Kenya Mission staff in Dar es Salaam and lauded them for efforts in their role of deepening bilateral ties with Tanzania",Away,
8/1/2019,"PS @AmbMKamau  shares a light moment with his Tanzanian counterpart Faraji Mnyepe, shortly before the official opening of Julius Nyerere terminal 3. Looking on is Amb. Dan Kazungu, Kenya's Ambassador to Tanzania.",Away,
8/1/2019,"PS Foreign Affairs @AmbMKamau sharing a moment with Dr. Amb. Augustine Mahiga, Minister for Constitutional Affairs and former Minister for Foreign Affairs, Tanzania, at the official opening of Terminal 3 of the Julius Nyerere International Airport",Away,
7/31/2019,"C.S Ministry of ICT @mucheru  together with Foreign Affairs P.S @AmbMKamau  this morning at @ForeignOfficeKE held talks with officials from Indian Institute of Science Bangalore led by Dr. Vijay Chandru, they discussed collaboration in  convergence of health, ICT and biodiversity",Receive,
7/17/2019,"PS @AmbMKamau held consultations with Mr. Mpho Parks Tau, Deputy Minister- Department of Cooperative Governance and Traditional Affairs of South Africa. A former mayor Johannesburg They discussed cooperation between Kenya and South Africa in the implementation of the SDGs",Receive,
7/17/2019,Foreign Affairs PS @AmbMKamau  held consultations with Amb. Dr. Riyad Mansour of the State of Palestine who is the Chair of the Group of 77 and China. They discussed strengthening the role of the group in accelerating the achievement of the Sustainable Development Goals SDGs.,Receive,
7/16/2019,"Foreign Affairs CAS @AbabuNamwamba today received H.E Paramasivum Pillay Vyapoory, acting President of the Republic of Mauritius who is leading the Mauritian delegation to the #COMESA21 Trade Fair in Nairobi, Kenya.",Receive,
7/15/2019,"Deputy Political and Diplomatic Secretary Amb. John Tipis and Deputy-Director Asia, Saadia Salim received Mr.Tharman Shanmugaratnam, Senior and Coordinating Minister for Social Policies of Singapore who is in Kenya to attend the inaugural Afro-Asia FinTech Festival.",Receive,
7/9/2019,"Foreign Affairs PS @AmbMKamau held talks with Director Igad's Early Warning and Response Mechanism (CEWARN) Camlus Omogo who briefed on the upcoming 14th Committee of Permanent Secretaries (CPS) meeting in Addis Ababa, Ethiopia to review progress on violent conflict prevention",Receive,
7/3/2019,"Amb Johnson Weru, and the China Delegation led by Vice Chairman, Deputy Secretary of Party Leadership Group Mr. Liu Xuepu paid a courtesy visit to the City County of Nairobi to discuss establishment of city partnership in environment, waste management, transport and Health.",Receive,
6/30/2019,"Foreign Affairs PS @AmbMKamau   led the Kenya delegation to the 3- day technical Senior Officials Meeting (SOM) while Amb. Baak Valentino Akol Wol, the Undersecretary, South Sudan Foreign Ministry, led the South Sudan delegation.",Away,
6/30/2019,"H.E. Dr. Nhial Deng Nhial, Foreign Affairs Minister of South-Sudan and Chief Administration Secretary @AbabuNamwamba representing Kenya's Foreign Affairs CS @Diplomacy_Kenya attended the closing segment of inaugural session of the Kenya-South Sudan Joint Ministerial Commission.",Receive,
6/28/2019,@ForeignOfficeKE PS @AmbMKamau this morning  opened a two-day Kenya-South Sudan Joint Commission of Cooperation consultative meeting that will discuss issues of mutual interest for the benefit of the people of both countries.,Receive,
6/20/2019,CS Ministry of Defence Raychelle Omamo and Chief Administrative Secretary @ForeignOfficeKE Hon @AbabuNamwamba attended the 22nd Plenary Session of the Contant Group on Piracy off the Coast of Somalia taking place in Mauritius. @CGPCS_platform,Away,
6/19/2019,"CS Defence Ministry Raychelle Omamo, leading the Kenya delegation and Hon @AbabuNamwamba are in Mauritius to attend the 2nd Ministerial Conference on Maritime Security in the Western Indian Ocean and the 22nd Plenary Session of the Contact Group on Piracy off the Coast of Somalia",Away,
6/17/2019,"Earlier on the Chief Administrative Secretary @AbabuNamwamba had a productive bilateral meeting with Amb. Hamad Sulaiman Al-Mashaan, Assistant Minister for Africa Affairs of Kuwait.",Away,
5/28/2019,"Foreign Affairs PS Amb.Macharia Kamau held talks with Ms.Elin Olsson, Swedish State Secretary for Financial markets and Housing. They discussed bilateral relations between Kenya-Sweden and issues related to UN-Habitat Assembly.@SwedeninKE",Receive,
4/27/2019,"The PS, @ForeignOfficeKE Amb.@AmbMKamau at a meeting with Makila James, the US Deputy Ass. Secretary for East Africa and the Sudans. She was accompanied by US Amb Kyle McCarter.They discussed the upcoming Bilateral Strategic Dialogue meeting in D.C on 7th to 8th May 2019.",Away,
4/25/2019,"CAS @AbabuNamwamba held bilateral talks with Greek Minister for Maritime Affairs &amp; Insular Policy H.E Fotios-Fanourios Kouvelis at the Ministry HQ in Athens. They discussed cooperation in blue economy, maritime training and security. Greece will support Kenya's new Coast Guard.",Away,
4/24/2019,"CAS @AbabuNamwamba held talks with Greek Alternate Foreign Minister Athanasia Anagnostopoulou during his official visit to Greece. Discussions focused on cooperation on tourism, sports, culture, diplomatic training, twining of Mombasa &amp; Piraeus ports &amp; Nairobi-Athens air traffic.",Away,
4/23/2019,The Nigerian High Commissioner Sheidu Omeiza paid a courtesy call to the Political and Diplomatic Secretary Amb. Tom Amolo. They discussed the cordial relations between the two countries.,Receive,
4/23/2019,"Amb.Tom Amolo the Political and Diplomatic Secretary @ForeignOfficeKE held a meeting with LT General Peter Massao, The Director of National Defense College (NDC) of Tanzania who paid him a courtesy call. LT Massao is leading a delegation on a one week study tour to Kenya.",Receive,
3/13/2019,"A sunny Wednesday afternoon, 1405 hours, the jet bearing President Emmanuel Macron of France touches down at the JKIA. On hand to receive him Is CS Dr. Monica Juma.
https://t.co/dcLAbgcAl1",Receive,
3/12/2019,"H.E @EmmanuelMacron, President of the French Republic will make a two-day State Visit to Kenya this week; a first by a French President. Kenya/France enjoy close and cordial relations based on shared principles and values relating to democracy,rule of law/respect for human rights",Receive,
3/7/2019,"PS @AmbMKamau together with Mr.Marc-Andre Fredette, DG, Southern and Eastern Africa, Global Affairs, Canada, joined their delegation in a two days Kenya-Canada Binational Commission meeting aimed at strengthening bilateral relations in trade, Blue Economy, and peace and security.",Receive,
2/27/2019,"CS Monica Juma and visiting Foreign Minister of Sweden H.E Margot Wallström addressed the media on Kenya- Sweden bilateral relations, regional political developments, climate change, and women, peace and security issues @ForeignOfficeKE",Receive,
2/16/2019,"The PS, Foreign Affairs, @AmbMKamau held a meeting with officials from Indra company in Madrid, Spain. The company has its regional headquarters of the global information technology in Nairobi.",Away,
2/14/2019,"Amb. Macharia Kamau, CBS, Principal Secretary
Foreign Affairs, Kenya met Mr. Fernando Valenzuela, Secretary of State  for  Foreign Affairs, European Union and Cooperation of the Gov't of Spain. They agreed on the need to enhance bilateral cooperation between the two countries.",Away,
2/12/2019,"PS @AmbMKamau together with PS Japhet Ntiba, State Department of Fisheries, Aquaculture and Blue Economy also met Ms Ana Paula Vitorino, Minister of the Sea of Portugal. The meeting looked into areas of learning, cooperation and partnership with Portugal.",Away,
1/21/2019,"CAS @AbabuNamwamba arrived in Brussels, Belgium this morning to represent the Cabinet Secretary of Foreign Affairs, Amb. Monica Juma @Diplomacy_Kenya and lead the Kenyan delegation at the first African Union-European Union Ministerial meeting scheduled for 21&amp;22 Jan 2019.",Away,
1/17/2019,"CAS Hon @AbabuNamwamba was today paid a courtesy call by Mr Jochen Flasbarth, State Secretary in the Federal Ministry for Environment, Nature Conservation and Nuclear Safety of Germany, and a Germany nominee for position of Executive Director UNEP.",Receive,
12/14/2018,"CAS Hon @AbabuNamwamba with Sierra Leone President H.E Julius Maada Bio after he officially opened the African Union Committee of 10 (C-10) Ministerial Summit on UN Reforms in Freetown, Sierra Leone. Hon Ababu is attending the talks aimed at opening up the UNSC to include Africa.",Away,
12/8/2018,"PS for Foreign Affairs Amb. Macharia Kamau, met  Mr Matthew Rycroft the
Permanent Secretary of the United Kingdom, Department for International Development who paid him a courtesy call in his office. @AmbMKamau @MatthewRycroft1",Receive,
12/3/2018,Hon. Justin Muturi Speaker of the National Assembly paid a courtesy call on H.E President Pierre  Nkurunziza of Burundi while accompanied by H.E. Amb. Ken Vitisia @amolosango,Away,
11/2/2018,CAS  Ababu Namwamba held bilateral talks with  Indias Minister of State for Foreign Affairs Gen (Dr) V.K  Singh.Their discussions centred on possible collaboration in the big four agenda He informed Hon Namwamba   of India's participation in the blue economy conference in Kenya .,Receive,
11/2/2018,2/2.. President Kenyatta will attend the China International Import Expo (CIIE) and deepen bilateral trade between the two countries.,Away,
11/2/2018,"1/2..CS #MonicaJuma was received this morning by Mr Zhu, Director of Foreign Affairs of the People's Government of Shanghai and Kenya's Ambassador to China Amb. Kinyanjui at Shanghai Pudong International Airport, ahead of President Uhuru Kenyatta's official visit to China.",Away,
10/26/2018,"HE Dr.Ali Bin Masaoud Al Sunaidy,Minister of Commerce &amp; Industry of the Sultanate of Oman arrived in Kenya last evening,for the upcoming Oman Products Exhibition in Nairobi on 29th Oct.-1st Nov.2018,and was received by Amb. Elias Barine &amp; Amb. Jackline Yonga-Director Middle East.",Receive,
10/25/2018,"The PS also held a meeting with the South African DG for Environment Nosipho Ngcaba,and discussed on the upcoming Global, High Level Sustainable Blue Economy conference to be held in November in Nairobi-Kenya.",Receive,
10/25/2018,"PS @AmbMKamau with Amb. Jean Kamau,Kenya's High Commissioner to South Africa,during his visit to Pretoria from 22nd Oct. 2018. The PS met with Mission staff during the visit and was briefed on the Mission activities.",Away,
10/25/2018,"Foreign Affairs CAS @AbabuNamwamba  this morning attended the official opening and plenary session of the 2nd Italy- Africa Ministerial Conference in Rome Italy. The official opening was addressed by H.E Sergio Mattarella, President of the Republic of Italy",Away,
10/24/2018,"CAS Hon @AbabuNamwamba is in Rome-Italy to attend the 2nd Italy –Africa Ministerial Conference to be held Thursday, 25th Oct. 2018. On the conference eve he attended the welcome cocktail &amp; a guided tour of an African Art Exhibition hosted by Foreign Minister Enzo Moavero Milanesi",Away,
10/18/2018,"His Excellency Dr. Hage Geingob arrived in Kenya on a four day state visit and was received at the Jomo Kenyatta International Airport by the Foreign Affairs Cabinet Secretary Amb. Monica Juma,He is accompanied by first lady of Namibia Monica Geingos.",Receive,
10/18/2018,"CS Amb. Monica Juma today received Namibian President Dr. Hage Geingob,who is on a state visit to Kenya. Dr. Geingob will hold bilateral talks with President Uhuru Kenyatta and grace Mashujaa Day Celebrations on 20/10/18,in Kakamega. He is accompanied by first lady Monica Geingos",Receive,
10/17/2018,"CS Amb. Monica Juma with her Counterpart from Namibia Hon, Netumbo Ndaitwa,when they officiated the closing ceremony of the of the inaugural session of the Kenya-Namibia JCC at the hotel intercontinental,Nairobi.",Receive,
10/17/2018,"CS Amb.Monica Juma exchange gifts with her counterpart from Namibia, who is also the Deputy Prime Minister Hon. Netumbo Nandi- Naitwa,when she paid a courtesy call on her in her office.",Receive,
10/16/2018,"Foreign Affairs Principal Secretary Amb. Macharia Kamau was paid a courtesy call by the Chargé d'affaires of the Republic of Yemen,Abdulsalam Alawi A. Al-Awadhi. They discussed bilateral issues between the two countries.",Receive,
10/12/2018,CS Amb. Monica Juma met Italian Ambassador to Kenya H.E. Amb. Alberto Pieri at her office.  They discussed the upcoming Italy-Africa Conference scheduled for 25th October 2018 in Rome and the @BlueEconomy2018  Conference schedule for 26-28 Nov 2018.,Receive,
10/8/2018,"CS. Monica Juma,met PM Lee Nak-yeon, of South Korea as part of a decision reached between President Uhuru and the PM during their bilaterals in Nairobi in July 2018, to continue the high-level visits as a means of unlocking the full potential of Kenya- Korea strategic partnership",Away,
10/8/2018,"Cabinet. Secretary Amb Monica Juma wrapped her official engagements in Japan by visiting the Kenya national woman volleyball team at their hotel at the Narita Airport, Japan,before departing for Soul,South Korea.",Away,
10/8/2018,"CS Amb. Monica Juma arrived in Seoul,Korea for a one day official visit, she is expected to hold talks with PM Lee Nak-Yeon, among other high ranking officials. The CS will seek  South Korea’s participation and support in the Blue Economy Conference, scheduled for November 2018.",Away,
10/6/2018,"CS Amb #MonicaJuma had bilateral talks with Hon.Yasuhide Nakayama, Chairman of the Committe on Foreign Relations in Japan’s parliament and discussed ways to remove travel advisories, enhance cooperation in human development, and scalability of small and medium entreprises.",Away,
10/6/2018,"CS #MonicaJuma met with Mr.Jun Karube, Chairman of Toyota Tsusho and Kenya’s  Honorary Consul in Nagoya. The CS lauded Japan’s durable partnership with Kenya and its recent recommitment through the historic signing of an MOU to support Kenya’s development vision.#TICAD7",Away,
10/5/2018,"CS #MonicaJuma, during her visit to Japan will also seek support for Kenya, and encourage participation in the High Level Sustainable Blue Economy Conference to be held on 26-28 November 2018.",Away,
9/30/2018,"PS Amb.Macharia Kamau, accompanied CS, Transport,Infrastructure,Housing and Urban development,James Macharia  to receive Qatar Minister for Transport and Communication, H.E Jasim Saif Ahmed Al-Sulaiti at the JKIA today.",Receive,
9/27/2018,"Political and Diplomatic Secretary Amb. Tom Amolo received the Chargé d'affaires of the Bolivarian Republic of Venezuela, Amb. Jose Torres Avila,who paid him a courtesy call.. They discussed bilateral issues between the two countries.",Receive,
9/26/2018,PDS Amb. Tom Amolo met with a delegation from  Botswana Defence Forces Command and Staff College led by Brigadier Papadi Monnatlhare. The team is on a study tour to Kenya to learn on Kenya’s leading role in the East African region in the midst of economic and security challenge’s,Receive,
9/25/2018,"Political &amp;Diplomatic Secretary, Amb. Tom Amolo met with the Deputy High Commissioner of Australia, Mr. Jonathan Ball who paid him a courtesy call in his office. The two discussed bilateral relations between Kenya and Australia.",Receive,
9/21/2018,"Chief Administrative Secretary Ababu Namwamba   with Mrs. Luisa Fragoso, Chargé d’ Affaires of Portugal Mission in Nairobi, who paid him a courtesy call at his office.  The two discussed on enhancing   Kenya /Portugal Relations.",Receive,
9/20/2018,"CS Amb #MonicaJuma arrived in Canada this afternoon and was received at the Pierre Elliott Trudeau International Airport by Amb John Lanyasunya, Kenya's High Commissioner to Canada. The CS is scheduled to participate in the Women Foreign Ministers Meeting from 21st-22nd Sept 2018",Away,
9/11/2018,"CS #MonicaJuma has arrived in Addis Ababa, Ethiopia this evening to represent H.E President @UKenyatta in the 33rd Extra Ordinary IGAD Assembly of Heads of State and Government on 12th, attend the AU Executive Council Retreat on AU Reforms &amp; participate in the AU- EU- ACP meeting",Away,
9/6/2018,"Chief Administrative Secretary Hon @AbabuNamwamba with Hon. Sujeewa Senasinghe, Sri Lanka State Minister for International Trade who paid him a courtesy call at his office yesterday. They discussed ways of increasing trade and enhancing cooperation between Kenya and Sri Lanka.",Receive,
9/1/2018,Foreign Affairs  C.S  Amb #MonicaJuma  received H.E @UKenyatta and First Lady H.E  Margaret Kenyatta at the Beijing International Airport China. President Uhuru Kenyatta is in China to attend the Forum on China Africa Cooperation (FOCAC) summit.,Away,
9/1/2018,H.E. the President is leading the Kenyan delegation for the  Forum on China Africa Cooperation (FOCAC) Beijing 2018 Summit expected to be attended by over 50 African Heads of State and Government.,Away,
9/1/2018,"CS Monica Juma arrived in Beijing Capital International Airport, China last evening. The CS, accompanied by Chief of Staff Nzioka Waita, was received by Chinese Ambassador to Kenya H.E. Sun Baohong and Kenya Amb to China H.E. Michael Kinyanjui.",Away,
8/31/2018,"C.S #MonicaJuma arrived in Beijing, China and was received at the Beijing International Airport by China Amb. to Kenya H.E Sun Baohong and Amb Michael Kinyanjui. CS is leading advance Kenya team ahead of the FOCAC Summit to be attended by H.E @UKenyatta from 1st to 4th September",Away,
8/31/2018,"C.S #MonicaJuma arrived in Beijing, China and was received at the Beijing International Airport by China Amb. to Kenya H.E Sun Baohong and Kenya Amb to China H.E Michael Kinyanjui. CS is leading the advance Kenya team ahead of FOCAC Summit to be attended by H.E @UKenyatta.",Away,
8/24/2018,"H.E. President @Ukenyatta will be in Washington DC, United States of America for a four-day official visit on the invitation of President @realDonaldTrump",Away,
8/15/2018,"CS #MonicaJuma met and held talks with H.E Yusuf Bin Alawi Bin Abdullah, Foreign Minister of the Sultanate of Oman. They discussed Kenya's candidature for the Non-Permanent seat of the UNSC 2021-22, the upcoming #BlueEconomy2018 conference &amp; best practices of Oman in Oil and Gas",Receive,
8/13/2018,"Cabinet Secretary Amb. #MonicaJuma held talks with H.E Chileshe Mpundu Kapwepwe, the new Secretary General of COMESA who paid a courtesy call on the CS in her office.",Receive,
8/3/2018,Cabinet Secretary Amb. #MonicaJuma held talks with Nick Haysom UN Special Envoy on South Sudan who paid her a courtesy call at her office yesterday.,Receive,
7/30/2018,"CS Amb #MonicaJuma, held talks with the newly appointed South Sudan Foreign Affairs and International Cooperation Minister Hon. Nhial Deng Nhial who paid her a courtesy call. They discussed the progress of the South Sudan peace process that is ongoing under the auspices of IGAD.",Receive,
7/27/2018,"CS Amb. #MonicaJuma while on an official visit to South Africa, officially opened the new houses for mission staff, Madaraka Villas at the Kenya High Commission in Pretoria. She was accompanied by PDS, Amb Tom Amolo and Amb Jean Kamau, Kenya's High Commissioner to South Africa.",Away,
7/26/2018,"CS Amb. #MonicaJuma has arrived in South Africa for a one day official visit. On arrival, she paid a courtesy call on South Africa Minister of Home Affairs, Mr. Malusi Gigaba at Sandton, Johannesburg. She was accompanied by Kenya HC Amb. Jean Kamau and PDS, Amb. Tom Amollo.",Away,
7/25/2018,"CS Amb. #MonicaJuma was last evening hosted to dinner by the Namibian Deputy Prime Minister,  who is also the Minister of International Relations and Cooperation at the Heroes Acre Restaurant, Windhoek, Namibia",Receive,
7/25/2018,"The Cabinet Secretary Amb. Monica Juma arrived in Namibia today afternoon for a 3 days bilateral visit. Soon after she arrived, she held talks with her counterpart who is also the Deputy Prime Minister of Namibia, Her Excellency  Hon. Netumbo Nandi Ndaitwah.",Away,
7/24/2018,"CS Amb #MonicaJuma expressed her gratitude to her counterpart Hon. Manuel Augusto Domingos, for the hospitality accorded to her by the Government and the people of Angola, added that the visit accords the two countries excellent opportunity to deepen existing bilateral relations.",Away,
7/24/2018,"Cabinet Secretary Amb. #MonicaJuma held bilateral meeting with her counterpart H.E. Manuel Augusto, Minister for External Relations in Luanda, Angola.",Away,
7/24/2018,"CS AMB #MonicaJuma met and presented a Goodwill message from H.E President @UKenyatta to H.E Joan Lourenco, President of the Republic of Angola in his palace in Luanda, Angola.",Away,
7/23/2018,"CS Amb #MonicaJuma is in Luanda, Angola for a two- day official visit. She was received by H.E. Domingos Vierra Lopes, Secretary of State and Kenya’s Amb to Angola Josphat Maikara. She will deliver a special message from H.E. @UKenyatta to H.E. João Lourenço, President of Angola",Away,
7/15/2018,"CS, Ambassador #MonicaJuma, this afternoon received the 44th President of the United States, Barack Obama at the Jomo Kenyatta International Airport. She was accompanied by US ambassador to Kenya, H.E. Robert Godec, and his sister Auma Obama. Obama is on a private visit to Kenya",Receive,
7/10/2018,"C.S #MonicaJuma today held talks with H.E. Jassim Saif Ahmed Al-Sulaiti, Minister of Transport and Communication of the State of Qatar who paid her a courtesy call. Present was Amb of Qatar to Kenya H.E. Jabr Bin Ali Al-Dosari and Amb Jackline Yonga, Director Middle East.",Receive,
7/9/2018,"CAS Hon. Ababu Namwamba was the chief guest during #Argentina's Independence Day celebration held today at the Argentine ambassador's residence, hosted by H.E Ambassador Martin Gomez Bustillo",Away,
7/2/2018,"Somalia's Ministry of Foreign Affairs and Investment Promotion PS, H.E  Ali Mohamed Ali paid a courtesy call on PS Macharia Kamau. They discussed the upcoming Joint Commission for Cooperation between Kenya and Somalia among other issues important to both Countries.",Receive,
7/1/2018,"CS #Monica Juma is leading the Kenya delegation as a representative of President @UKenyatta at the Heads of State and Government Summit in Nouakchott, Mauritania.",Away,
6/30/2018,She expressed gratitude to the Government and to the People of Mauritania for the kind hospitality extended to her and the Kenya delegation and extended an invitation to the Minister &amp; his delegation to attend the #BlueEconomyConference in Nairobi on 26-28 November 2018.,Away,
